TÊN ĐƯỜNG,Giá đất đề nghị điều chỉnh,District
"ĐƯỜNG SỐ 379, 
PHƯỜNG TĂNG NHƠN PHÚ A",48600.0,Thủ Đức
"ĐƯỜNG SỐ 385,
PHƯỜNG TĂNG NHƠN PHÚ A",48600.0,Thủ Đức
"ĐƯỜNG SỐ 5, 
PHƯỜNG LONG THẠNH MỸ",33200.0,Thủ Đức
"ĐƯỜNG SỐ 5, 
PHƯỜNG TĂNG NHƠN PHÚ B",36500.0,Thủ Đức
"ĐƯỜNG SỐ 6,
PHƯỜNG LONG BÌNH",33200.0,Thủ Đức
"ĐƯỜNG SỐ 6,
PHƯỜNG TRƯỜNG THẠNH",38900.0,Thủ Đức
"ĐƯỜNG SỐ 8, 
PHƯỜNG TRƯỜNG THẠNH",33200.0,Thủ Đức
"ĐƯỜNG SỐ 6, 
PHƯỜNG TĂNG NHƠN PHÚ B",36500.0,Thủ Đức
"ĐƯỜNG SỐ 68,
PHƯỜNG HIỆP PHÚ",55900.0,Thủ Đức
"ĐƯỜNG SỐ 7,
PHƯỜNG TRƯỜNG THẠNH",38900.0,Thủ Đức
"ĐƯỜNG SỐ 8, PHƯỜNG LONG THẠNH MỸ",36500.0,Thủ Đức
"ĐƯỜNG SỐ 8, 
PHƯỜNG TĂNG NHƠN PHÚ B",32400.0,Thủ Đức
"ĐƯỜNG SỐ 85, 
PHƯỜNG HIỆP PHÚ",55900.0,Thủ Đức
"ĐƯỜNG SỐ 904, 
PHƯỜNG HIỆP PHÚ",90700.0,Thủ Đức
"ĐƯỜNG TỔ 1 
KHU PHỐ LONG HÒA",36500.0,Thủ Đức
GÒ CÁT,45400.0,Thủ Đức
GÒ NỔI ,40500.0,Thủ Đức
HAI BÀ TRƯNG - PHƯỜNG HIỆP PHÚ,55900.0,Thủ Đức
HÀNG TRE,47800.0,Thủ Đức
HỒ BÁ PHẤN ,55900.0,Thủ Đức
HOÀNG HỮU NAM,55900.0,Thủ Đức
HỒNG SẾN,36500.0,Thủ Đức
HUỲNH THÚC KHÁNG,53500.0,Thủ Đức
ÍCH THẠNH ,50200.0,Thủ Đức
KHỔNG TỬ - PHƯỜNG HIỆP PHÚ,55900.0,Thủ Đức
LÃ XUÂN OAI,62400.0,Thủ Đức
LÊ LỢI - PHƯỜNG HIỆP PHÚ,90700.0,Thủ Đức
LÊ VĂN VIỆT,123900.0,Thủ Đức
LÒ LU ,55900.0,Thủ Đức
LONG PHƯỚC,42100.0,Thủ Đức
LONG SƠN ,42300.0,Thủ Đức
LONG THUẬN ,42100.0,Thủ Đức
MẠC HIỂN TÍCH  - PHƯỜNG LONG BÌNH,33200.0,Thủ Đức
MAN THIỆN,68900.0,Thủ Đức
NAM CAO,53500.0,Thủ Đức
NAM HÒA,55900.0,Thủ Đức
NGÔ QUYỀN - PHƯỜNG HIỆP PHÚ,55900.0,Thủ Đức
NGUYỄN CÔNG TRỨ - PHƯỜNG HIỆP PHÚ,53500.0,Thủ Đức
NGUYỄN DUY TRINH ,59100.0,Thủ Đức
NGUYỄN THÁI HỌC - PHƯỜNG HIỆP PHÚ,53500.0,Thủ Đức
NGUYỄN VĂN TĂNG ,60800.0,Thủ Đức
NGUYỄN VĂN THẠNH,36500.0,Thủ Đức
NGUYỄN XIỂN ,56600.0,Thủ Đức
PHAN CHU TRINH,90700.0,Thủ Đức
PHAN ĐẠT ĐỨC,36500.0,Thủ Đức
PHAN ĐÌNH PHÙNG,53500.0,Thủ Đức
PHƯỚC THIỆN - PHƯỜNG LONG BÌNH,46200.0,Thủ Đức
QUANG TRUNG,90700.0,Thủ Đức
QUANG TRUNG (NỐI DÀI),90700.0,Thủ Đức
TAM ĐA ,48400.0,Thủ Đức
TÂN HOÀ II,68900.0,Thủ Đức
"TÂN LẬP I, 
PHƯỜNG HIỆP PHÚ",90700.0,Thủ Đức
TÂN LẬP II,68900.0,Thủ Đức
TĂNG NHƠN PHÚ ,55100.0,Thủ Đức
TÂY HOÀ ,63200.0,Thủ Đức
TRẦN HƯNG ĐẠO,55900.0,Thủ Đức
TRẦN QUỐC TOẢN,53500.0,Thủ Đức
TRẦN TRỌNG KHIÊM - PHƯỜNG LONG BÌNH,33200.0,Thủ Đức
TRỊNH HOÀI ĐỨC,55900.0,Thủ Đức
TRƯƠNG HANH ,33200.0,Thủ Đức
TRƯỜNG LƯU ,50200.0,Thủ Đức
TRƯƠNG VĂN HẢI,55900.0,Thủ Đức
TRƯƠNG VĂN THÀNH,90700.0,Thủ Đức
TÚ XƯƠNG,53500.0,Thủ Đức
VÕ VĂN HÁT ,43700.0,Thủ Đức
SONG HÀNH XA LỘ HÀ NỘI ,64800.0,Thủ Đức
VÕ CHÍ CÔNG,56700.0,Thủ Đức
"ĐƯỜNG SỐ 1, 
PHƯỜNG TRƯỜNG THẠNH",31600.0,Thủ Đức
"
ĐƯỜNG SỐ 3, 
PHƯỜNG TRƯỜNG THẠNH
 ",31600.0,Thủ Đức
"
ĐƯỜNG SỐ 5,
PHƯỜNG TRƯỜNG THẠNH
 ",31600.0,Thủ Đức
"ĐƯỜNG SỐ 1,
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 2, 
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 3, 
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 4, 
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 5, 
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 6, 
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 7, 
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 8, 
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 9,
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 10,
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 11, 
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 12, 
PHƯỜNG LONG PHƯỚC",25100.0,Thủ Đức
"ĐƯỜNG SỐ 295,
PHƯỜNG TÂN PHÚ",45400.0,Thủ Đức
"ĐƯỜNG SỐ 319, 
PHƯỜNG TÂN PHÚ",45400.0,Thủ Đức
"ĐƯỜNG D2, 
PHƯỜNG TĂNG NHƠN PHÚ A",48600.0,Thủ Đức
"ĐƯỜNG 106, 
PHƯỜNG TĂNG NHƠN PHÚ A",46200.0,Thủ Đức
"ĐƯỜNG 429, 
PHƯỜNG TĂNG NHƠN PHÚ A",48600.0,Thủ Đức
"ĐƯỜNG 441, 
PHƯỜNG TĂNG NHƠN PHÚ A",46200.0,Thủ Đức
"ĐƯỜNG 447, 
PHƯỜNG TĂNG NHƠN PHÚ A",46200.0,Thủ Đức
"ĐƯỜNG 448, 
PHƯỜNG TĂNG NHƠN PHÚ A",46200.0,Thủ Đức
"ĐƯỜNG 449,
PHƯỜNG TĂNG NHƠN PHÚ A",48600.0,Thủ Đức
"ĐƯỜNG 455,
PHƯỜNG TĂNG NHƠN PHÚ A",46200.0,Thủ Đức
"ĐƯỜNG 591, 
PHƯỜNG TĂNG NHƠN PHÚ A",46200.0,Thủ Đức
"ĐƯỜNG 102, 
PHƯỜNG TĂNG NHƠN PHÚ A",46200.0,Thủ Đức
"ĐƯỜNG 182, 
PHƯỜNG TĂNG NHƠN PHÚ A",46200.0,Thủ Đức
"ĐƯỜNG 494, PHƯỜNG TĂNG NHƠN PHÚ A",51000.0,Thủ Đức
"ĐƯỜNG 8, 
PHƯỜNG TĂNG NHƠN PHÚ A - PHƯỜNG TĂNG NHƠN PHÚ B",46200.0,Thủ Đức
"ĐƯỜNG 1, 
PHƯỜNG TĂNG NHƠN PHÚ B",36500.0,Thủ Đức
"ĐƯỜNG 3, 
PHƯỜNG TĂNG NHƠN PHÚ B",34800.0,Thủ Đức
"ĐƯỜNG 4,
PHƯỜNG TĂNG NHƠN PHÚ B",36500.0,Thủ Đức
"ĐƯỜNG 7, 
PHƯỜNG TĂNG NHƠN PHÚ B",46200.0,Thủ Đức
"ĐƯỜNG 9,
PHƯỜNG TĂNG NHƠN PHÚ B",34800.0,Thủ Đức
"ĐƯỜNG 10,
PHƯỜNG TĂNG NHƠN PHÚ B",34800.0,Thủ Đức
"ĐƯỜNG SỐ 96,
PHƯỜNG HIỆP PHÚ",34000.0,Thủ Đức
"ĐƯỜNG SỐ 147,
 PHƯỜNG HIỆP PHÚ",53500.0,Thủ Đức
"TỰ DO,
PHƯỜNG HIỆP PHÚ",42900.0,Thủ Đức
"ĐƯỜNG D1, 
PHƯỜNG HIỆP PHÚ",90700.0,Thủ Đức
"ĐƯỜNG SỐ 77,
PHƯỜNG HIỆP PHÚ",55100.0,Thủ Đức
"ĐƯỜNG NỘI BỘ LỘ GIỚI 10M KHU TÁI ĐỊNH CƯ LONG BÌNH, LONG THẠNH MỸ GIAI ĐOẠN 1, 2",33100.0,Thủ Đức
"ĐƯỜNG NỘI BỘ LỘ GIỚI 12M KHU TÁI ĐỊNH CƯ LONG BÌNH, LONG THẠNH MỸ GIAI ĐOẠN 1, 2",34700.0,Thủ Đức
"ĐƯỜNG NỘI BỘ LỘ GIỚI 16M KHU TÁI ĐỊNH CƯ LONG BÌNH, LONG THẠNH MỸ GIAI ĐOẠN 1, 2",38100.0,Thủ Đức
"ĐƯỜNG NỘI BỘ LỘ GIỚI 20M KHU TÁI ĐỊNH CƯ LONG BÌNH, LONG THẠNH MỸ GIAI ĐOẠN 1, 2",41400.0,Thủ Đức
"ĐƯỜNG NỘI BỘ LỘ GIỚI 30M KHU TÁI ĐỊNH CƯ LONG BÌNH, LONG THẠNH MỸ GIAI ĐOẠN 1, 2",51400.0,Thủ Đức
"ĐƯỜNG NỘI BỘ KHU NHÀ Ở CBCNV TRƯỜNG ĐẠI HỌC MỞ BÁN CÔNG, PHƯỜNG TRƯỜNG THẠNH",33300.0,Thủ Đức
"ĐƯỜNG NỘI BỘ DỰ ÁN KHU TÁI ĐỊNH CƯ AN VIỆT, PHƯỜNG PHÚ HỮU",40800.0,Thủ Đức
ĐƯỜNG NỘI BỘ 12M KHU TÁI ĐỊNH CƯ MAN THIỆN 3,57000.0,Thủ Đức
"ĐƯỜNG NỘI BỘ 12M DỰ ÁN KHU NHÀ Ở KHANG ĐIỀN, PHƯỜNG PHƯỚC LONG B",56000.0,Thủ Đức
"ĐƯỜNG NỘI BỘ DỰ ÁN KHU NHÀ Ở KIẾN Á, PHƯỜNG PHƯỚC LONG B",56000.0,Thủ Đức
"ĐƯỜNG NỘI BỘ 10M KHU ĐÔ THỊ ĐÔNG TĂNG LONG, PHƯỜNG TRƯỜNG THẠNH",37000.0,Thủ Đức
"ĐƯỜNG NỘI BỘ 12M KHU ĐÔ THỊ ĐÔNG TĂNG LONG, PHƯỜNG TRƯỜNG THẠNH",37700.0,Thủ Đức
"ĐƯỜNG NỘI BỘ 15M KHU ĐÔ THỊ ĐÔNG TĂNG LONG, PHƯỜNG TRƯỜNG THẠNH",38000.0,Thủ Đức
"ĐƯỜNG NỘI BỘ 20M KHU ĐÔ THỊ ĐÔNG TĂNG LONG, PHƯỜNG TRƯỜNG THẠNH",44000.0,Thủ Đức
"ĐƯỜNG NỘI BỘ 40M KHU ĐÔ THỊ ĐÔNG TĂNG LONG, PHƯỜNG TRƯỜNG THẠNH",74000.0,Thủ Đức
ĐƯỜNG NỘI BỘ 12M KHU TÁI ĐỊNH CƯ LONG SƠN,31000.0,Thủ Đức
ĐƯỜNG NỘI BỘ 16M KHU TÁI ĐỊNH CƯ LONG SƠN,35000.0,Thủ Đức
ĐƯỜNG NỘI BỘ 20M KHU TÁI ĐỊNH CƯ LONG SƠN,38000.0,Thủ Đức
ĐƯỜNG NỘI BỘ 31M KHU TÁI ĐỊNH CƯ LONG SƠN,47000.0,Thủ Đức
"ĐƯỜNG NỘI BỘ DƯỚI 12M KHU TÁI ĐỊNH CƯ CÂY DẦU, PHƯỜNG TÂN PHÚ",45000.0,Thủ Đức
"ĐƯỜNG NỘI BỘ 18M KHU TÁI ĐỊNH CƯ CÂY DẦU, PHƯỜNG TÂN PHÚ",50000.0,Thủ Đức
QUẬN THỦ ĐỨC (CŨ),0.0,Thủ Đức
"(ĐƯỜNG SỐ 5)
BÀ GIANG",36500.0,Thủ Đức
BÌNH CHIỂU,48600.0,Thủ Đức
BỒI HOÀN (ĐƯỜNG SỐ 14),42900.0,Thủ Đức
CÂY KEO,48600.0,Thủ Đức
CHƯƠNG DƯƠNG,55900.0,Thủ Đức
ĐẶNG THỊ RÀNH,59100.0,Thủ Đức
ĐẶNG VĂN BI,64800.0,Thủ Đức
"ĐÀO TRINH NHẤT 
(ĐƯỜNG SỐ 11, 
PHƯỜNG LINH TÂY)",70500.0,Thủ Đức
ĐOÀN CÔNG HỚN,61600.0,Thủ Đức
"ĐƯỜNG SỐ 19, 
PHƯỜNG HIỆP BÌNH CHÁNH",50200.0,Thủ Đức
"ĐƯỜNG SỐ 27, 
PHƯỜNG HIỆP BÌNH CHÁNH",50200.0,Thủ Đức
"ĐƯỜNG SỐ 38, 
PHƯỜNG HIỆP BÌNH CHÁNH",43700.0,Thủ Đức
"ĐƯỜNG SỐ 17,
PHƯỜNG HIỆP BÌNH PHƯỚC",43700.0,Thủ Đức
"ĐƯỜNG SỐ 6,
PHƯỜNG LINH CHIỂU",60800.0,Thủ Đức
"ĐƯỜNG SỐ 16,
PHƯỜNG LINH CHIỂU",30800.0,Thủ Đức
"ĐƯỜNG SỐ 17,
PHƯỜNG LINH CHIỂU",42900.0,Thủ Đức
"ĐƯỜNG 24, PHƯỜNG LINH ĐÔNG  - TAM PHÚ",35600.0,Thủ Đức
"ĐƯỜNG SỐ 35, 
PHƯỜNG LINH ĐÔNG",46200.0,Thủ Đức
"ĐƯỜNG SỐ 36 (BẾN ĐÒ), PHƯỜNG LINH ĐÔNG",46200.0,Thủ Đức
"ĐƯỜNG SỐ 4 (LINH TÂY), PHƯỜNG LINH TÂY",38100.0,Thủ Đức
"ĐƯỜNG SỐ 9, 
PHƯỜNG LINH TÂY",42900.0,Thủ Đức
"ĐƯỜNG SỐ 12,
PHƯỜNG LINH TÂY",42900.0,Thủ Đức
"ĐƯỜNG SỐ 2 
(PHƯỜNG LINH TRUNG)",46200.0,Thủ Đức
"ĐƯỜNG SỐ 3-
PHƯỜNG LINH TRUNG",34000.0,Thủ Đức
"ĐƯỜNG SỐ 4-
PHƯỜNG LINH TRUNG",37300.0,Thủ Đức
"ĐƯỜNG SỐ 6, 
PHƯỜNG LINH TRUNG",36500.0,Thủ Đức
"ĐƯỜNG SỐ 7, 
PHƯỜNG LINH TRUNG",46200.0,Thủ Đức
"ĐƯỜNG SỐ 8,
PHƯỜNG LINH TRUNG",35600.0,Thủ Đức
"ĐƯỜNG SỐ 9, 
PHƯỜNG LINH TRUNG",35600.0,Thủ Đức
"ĐƯỜNG SỐ 16, 
PHƯỜNG LINH TRUNG",52700.0,Thủ Đức
"ĐƯỜNG SỐ 17,
PHƯỜNG LINH TRUNG",47000.0,Thủ Đức
"ĐƯỜNG SỐ 18, 
PHƯỜNG LINH TRUNG",47000.0,Thủ Đức
"ĐƯỜNG SỐ 1 VÀ ĐƯỜNG SỐ 3 (ĐƯỜNG CHỮ U),
PHƯỜNG LINH XUÂN",33200.0,Thủ Đức
"ĐƯỜNG SỐ 4,
PHƯỜNG LINH XUÂN",33200.0,Thủ Đức
"ĐƯỜNG SỐ 6, 
PHƯỜNG LINH XUÂN",33200.0,Thủ Đức
"ĐƯỜNG SỐ 7, 
PHƯỜNG LINH XUÂN",33200.0,Thủ Đức
"ĐƯỜNG SỐ 8,
(ĐƯỜNG XUÂN HIỆP),
PHƯỜNG LINH XUÂN",36500.0,Thủ Đức
"ĐƯỜNG SỐ 9,
PHƯỜNG LINH XUÂN",33200.0,Thủ Đức
"ĐƯỜNG SỐ 10, 
PHƯỜNG LINH XUÂN",33200.0,Thủ Đức
"ĐƯỜNG SỐ 13, 
PHƯỜNG LINH XUÂN",33200.0,Thủ Đức
"ĐƯỜNG SỐ 7,
PHƯỜNG TAM BÌNH",36500.0,Thủ Đức
"ĐƯỜNG SỐ 9,
PHƯỜNG TAM BÌNH",36800.0,Thủ Đức
"ĐƯỜNG SỐ 10,
PHƯỜNG TAM BÌNH",36500.0,Thủ Đức
"ĐƯỜNG SỐ 12, 
PHƯỜNG TAM BÌNH",36800.0,Thủ Đức
"ĐƯỜNG SỐ 4,
PHƯỜNG TAM PHÚ",36800.0,Thủ Đức
"ĐƯỜNG SỐ 6,
PHƯỜNG TAM PHÚ",36800.0,Thủ Đức
"ĐƯỜNG BÌNH PHÚ,
PHƯỜNG TAM PHÚ",36800.0,Thủ Đức
"ĐƯỜNG SỐ 3, 
PHƯỜNG TRƯỜNG THỌ",36500.0,Thủ Đức
"ĐƯỜNG SỐ 4, 
PHƯỜNG TRƯỜNG THỌ",36500.0,Thủ Đức
"ĐƯỜNG SỐ 8 
PHƯỜNG TRƯỜNG THỌ",36500.0,Thủ Đức
"ĐƯỜNG SỐ 9 
PHƯỜNG TRƯỜNG THỌ",36500.0,Thủ Đức
"ĐƯỜNG SỐ 11, PHƯỜNG TRƯỜNG THỌ",41300.0,Thủ Đức
"ĐƯỜNG SỐ 12,
PHƯỜNG TRƯỜNG THỌ",36500.0,Thủ Đức
"ĐƯỜNG SỐ 11,
(TRUÔNG TRE)",36500.0,Thủ Đức
"DÂN CHỦ 
PHƯỜNG BÌNH THỌ",72900.0,Thủ Đức
DƯƠNG VĂN CAM,59100.0,Thủ Đức
"GÒ DƯA
(HƯƠNG LỘ 25 
PHƯỜNG TAM BÌNH)",51000.0,Thủ Đức
HIỆP BÌNH,64800.0,Thủ Đức
HỒ VĂN TƯ,61600.0,Thủ Đức
HOÀNG DIỆU 2,66400.0,Thủ Đức
KHA VẠN CÂN,143400.0,Thủ Đức
LAM SƠN,55900.0,Thủ Đức
"LÊ THỊ HOA, 
PHƯỜNG BÌNH CHIỂU",42900.0,Thủ Đức
LÊ VĂN CHÍ,65600.0,Thủ Đức
LÊ VĂN NINH,143400.0,Thủ Đức
LINH ĐÔNG,40500.0,Thủ Đức
LINH TRUNG,43700.0,Thủ Đức
LÝ TẾ XUYÊN,40500.0,Thủ Đức
NGÔ CHÍ QUỐC,42900.0,Thủ Đức
"NGUYỄN VĂN BÁ
(PHƯỜNG BÌNH THỌ, 
TRƯỜNG THỌ)",64800.0,Thủ Đức
NGUYỄN VĂN LỊCH,42900.0,Thủ Đức
PHÚ CHÂU,48600.0,Thủ Đức
QUỐC LỘ 13 CŨ,51800.0,Thủ Đức
QUỐC LỘ 13 MỚI,70500.0,Thủ Đức
QUỐC LỘ 1,51800.0,Thủ Đức
"QUỐC LỘ 1K 
(KHA VẠN CÂN CŨ)",51800.0,Thủ Đức
TAM BÌNH,48600.0,Thủ Đức
TAM HÀ,55900.0,Thủ Đức
"TAM CHÂU 
(TAM PHÚ-TAM BÌNH)",48600.0,Thủ Đức
"THỐNG NHẤT
(PHƯỜNG BÌNH THỌ)",72900.0,Thủ Đức
TỈNH LỘ 43,48600.0,Thủ Đức
TÔ NGỌC VÂN,64800.0,Thủ Đức
TÔ VĨNH DIỆN,64000.0,Thủ Đức
"TRẦN VĂN NỮA
(NGÔ QUYỀN)",38100.0,Thủ Đức
TRƯƠNG VĂN NGƯ,59100.0,Thủ Đức
"TRƯỜNG THỌ
(ĐƯỜNG SỐ 2)",48600.0,Thủ Đức
VÕ VĂN NGÂN,161200.0,Thủ Đức
"SONG HÀNH XA LỘ HÀ NỘI 
(QUỐC LỘ 52)",58300.0,Thủ Đức
"CÁC ĐƯỜNG NHÁNH
LÊN CẦU VƯỢT GÒ DƯA, PHƯỜNG TAM BÌNH",48600.0,Thủ Đức
PHẠM VĂN ĐỒNG,93200.0,Thủ Đức
"ĐƯỜNG SỐ 7, LINH CHIỂU",42100.0,Thủ Đức
"ĐƯỜNG SỐ 22, LINH ĐÔNG",35600.0,Thủ Đức
"ĐƯỜNG SỐ 25, LINH ĐÔNG",35600.0,Thủ Đức
"ĐƯỜNG SỐ 30, LINH ĐÔNG",35600.0,Thủ Đức
"ĐƯỜNG SỐ 5, 
HIỆP BÌNH CHÁNH",55900.0,Thủ Đức
ĐƯỜNG SỐ 3,44600.0,Thủ Đức
ĐƯỜNG SỐ 7,44600.0,Thủ Đức
ĐƯỜNG SỐ 4,44600.0,Thủ Đức
ĐƯỜNG SỐ 12,44600.0,Thủ Đức
ĐƯỜNG SỐ 14,44600.0,Thủ Đức
ĐƯỜNG SỐ 17,50200.0,Thủ Đức
ĐƯỜNG SỐ 18,50200.0,Thủ Đức
ĐƯỜNG SỐ 20,50200.0,Thủ Đức
ĐƯỜNG SỐ 21,50200.0,Thủ Đức
ĐƯỜNG SỐ 23,50200.0,Thủ Đức
ĐƯỜNG SỐ 24,50200.0,Thủ Đức
ĐƯỜNG SỐ 26,50200.0,Thủ Đức
ĐƯỜNG SỐ 49,35600.0,Thủ Đức
ĐƯỜNG B,35600.0,Thủ Đức
ĐƯỜNG SỐ 36,35600.0,Thủ Đức
ĐƯỜNG SỐ 40,35600.0,Thủ Đức
ĐƯỜNG SỐ 12,55100.0,Thủ Đức
"ĐƯỜNG SỐ 10
(KHU PHỐ 4, 5)",55100.0,Thủ Đức
ĐƯỜNG SỐ 3,55100.0,Thủ Đức
ĐƯỜNG SỐ 13,55100.0,Thủ Đức
ĐƯỜNG SỐ  5- LC,46200.0,Thủ Đức
"ĐƯỜNG SỐ 26, LĐ",38900.0,Thủ Đức
"ĐƯỜNG SỐ 6, LĐ",35600.0,Thủ Đức
"ĐƯỜNG SỐ 8, LĐ",35600.0,Thủ Đức
Ụ GHE,26700.0,Thủ Đức
ĐƯỜNG SỐ 2- TP,28400.0,Thủ Đức
ĐƯỜNG SỐ 3- TP,35600.0,Thủ Đức
ĐƯỜNG SỐ 5- TP,24300.0,Thủ Đức
ĐƯỜNG SỐ 7- TP,24300.0,Thủ Đức
ĐƯỜNG SỐ 8- TP,24300.0,Thủ Đức
ĐƯỜNG SỐ 9- TP,35600.0,Thủ Đức
LÝ TẾ XUYÊN (NỐI DÀI),40500.0,Thủ Đức
NGUYỄN THỊ NHUNG,67200.0,Thủ Đức
ĐINH THỊ THI,67200.0,Thủ Đức
"ĐƯỜNG SỐ 1, KP.5",35600.0,Thủ Đức
"ĐƯỜNG SỐ 2, KP.6",35600.0,Thủ Đức
"ĐƯỜNG SỐ 3, KP.5",35600.0,Thủ Đức
"ĐƯỜNG SỐ 4, KP.6",35600.0,Thủ Đức
"ĐƯỜNG SỐ 6, KP.6",35600.0,Thủ Đức
"ĐƯỜNG SỐ 7, KP.5",35600.0,Thủ Đức
"ĐƯỜNG SỐ 8, KP.4",35600.0,Thủ Đức
ĐƯỜNG SỐ 9,35600.0,Thủ Đức
"ĐƯỜNG SỐ 10, KP.2",35600.0,Thủ Đức
"ĐƯỜNG SỐ 11, KP.3",35600.0,Thủ Đức
"ĐƯỜNG SỐ 12, KP.2",35600.0,Thủ Đức
"ĐƯỜNG SỐ 15, KP.3",33200.0,Thủ Đức
"ĐƯỜNG SỐ 21, KP.1",33200.0,Thủ Đức
"ĐƯỜNG 3, 
KHU NHÀ Ở HIỆP BÌNH, 
KP.4",42100.0,Thủ Đức
"ĐƯỜNG 14,
KHU NHÀ Ở HIỆP BÌNH, 
KP.4",42100.0,Thủ Đức
"ĐƯỜNG 1, KHU NHÀ Ở VẠN PHÚC 1, KP.5",56700.0,Thủ Đức
"ĐƯỜNG 2,  KHU NHÀ Ở VẠN PHÚC 1, KP.5",49400.0,Thủ Đức
"ĐƯỜNG 5, KHU NHÀ Ở VẠN PHÚC 1, KP.5",55100.0,Thủ Đức
"ĐƯỜNG 7,  KHU NHÀ Ở VẠN PHÚC 1, KP.5",55100.0,Thủ Đức
"ĐƯỜNG 9, KHU NHÀ Ở VẠN PHÚC 1, KP.5",49400.0,Thủ Đức
"ĐƯỜNG 10, KHU NHÀ Ở VẠN PHÚC 1, KP.5",60800.0,Thủ Đức
"ĐƯỜNG 12, KHU NHÀ Ở VẠN PHÚC 1, KP.5",51000.0,Thủ Đức
"ĐƯỜNG 13, KHU NHÀ Ở VẠN PHÚC 1, KP.5",49400.0,Thủ Đức
"ĐƯỜNG 14, KHU NHÀ Ở VẠN PHÚC 1, KP.5",49400.0,Thủ Đức
"ĐƯỜNG 15, KHU NHÀ Ở VẠN PHÚC 1, KP.5",60800.0,Thủ Đức
"ĐƯỜNG SỐ 6, 
KHU NHÀ Ở HIỆP BÌNH, KP.6",44600.0,Thủ Đức
"ĐƯỜNG SỐ 16, 
KHU NHÀ ĐÔNG NAM",55100.0,Thủ Đức
"ĐƯỜNG SỐ 18,
KHU NHÀ ĐÔNG NAM",60800.0,Thủ Đức
"ĐƯỜNG SỐ 20, 
KHU NHÀ ĐÔNG NAM",60800.0,Thủ Đức
"ĐƯỜNG SỐ 22, 
KHU NHÀ ĐÔNG NAM",49400.0,Thủ Đức
"ĐƯỜNG SỐ 24, 
KHU NHÀ ĐÔNG NAM",55100.0,Thủ Đức
"ĐƯỜNG SỐ 29, 
KHU NHÀ ĐÔNG NAM",49400.0,Thủ Đức
"ĐƯỜNG SỐ 33, 
KHU NHÀ ĐÔNG NAM",60800.0,Thủ Đức
"ĐƯỜNG SỐ 34, 
KHU NHÀ ĐÔNG NAM",49400.0,Thủ Đức
"ĐƯỜNG SỐ 36, 
KHU NHÀ ĐÔNG NAM",49400.0,Thủ Đức
"ĐƯỜNG SỐ 37, 
KHU NHÀ ĐÔNG NAM",49400.0,Thủ Đức
"ĐƯỜNG SỐ 50, 
KHU NHÀ ĐÔNG NAM",49400.0,Thủ Đức
"ĐƯỜNG SỐ 52, 
KHU NHÀ ĐÔNG NAM",49400.0,Thủ Đức
NGUYỄN THỊ DIỆP,43700.0,Thủ Đức
NGUYỄN THỊ THÍCH,43700.0,Thủ Đức
"ĐƯỜNG SỐ 6 KHU PHỐ 2 
(KHU DÂN CƯ BÌNH ĐỨC)",42900.0,Thủ Đức
"ĐƯỜNG SỐ 11 KHU PHỐ 2 
(KHU DÂN CƯ BÌNH ĐỨC)",42900.0,Thủ Đức
ĐƯỜNG SỐ 15 KHU PHỐ 5,40500.0,Thủ Đức
ĐƯỜNG SỐ 9 KHU PHỐ 4,40500.0,Thủ Đức
"ĐƯỜNG SỐ 2  KHU PHỐ 2 
(KHU DÂN CƯ BÌNH ĐỨC)",42900.0,Thủ Đức
"ĐƯỜNG SỐ 4
KHU PHỐ 4, 5, 6",40500.0,Thủ Đức
"ĐƯỜNG SỐ 13 
KHU PHỐ 3, 4, 5",40500.0,Thủ Đức
ĐƯỜNG SỐ 19,40500.0,Thủ Đức
"ĐƯỜNG SỐ 4 
KHU PHỐ 2
(KHU DÂN CƯ BÌNH ĐỨC)",40500.0,Thủ Đức
ĐƯỜNG SỐ 1,32400.0,Thủ Đức
ĐƯỜNG SỐ 6,36500.0,Thủ Đức
ĐƯỜNG SỐ 10,29200.0,Thủ Đức
ĐƯỜNG SỐ 1,32400.0,Thủ Đức
ĐƯỜNG SỐ 1 KHU DÂN CƯ TRƯỜNG THỊNH,29200.0,Thủ Đức
"ĐƯỜNG SỐ 2 
KHU DÂN CƯ TRƯỜNG THỊNH",29200.0,Thủ Đức
"ĐƯỜNG SỐ 3
KHU DÂN CƯ TRƯỜNG THỊNH",29200.0,Thủ Đức
