,Diện Tích,Giá,Triệu/m2,Số Phòng Ngủ,Số Nhà Vệ Sinh,Giá Đề Xuất,Giá Quận,Giá Đường
15708,54.0,4.05,75.0,2.0,3.0,137900.0,4.6,3.67
15709,120.0,5.6,46.7,6.0,6.0,25100.0,5.2,4.85
15710,59.5,7.3,122.7,3.0,1.0,180600.0,14.0,7.3
15730,65.0,11.55,177.7,5.0,5.0,129600.0,8.9,10.6
15741,72.0,3.15,43.8,4.0,3.0,129600.0,6.7,6.4
15744,89.1,6.5,73.0,2.0,2.0,179800.0,8.9,9.9
15753,90.0,3.0,33.3,2.0,2.0,85300.0,8.19,2.8899999999999997
15757,135.0,7.6,56.3,4.0,5.0,14900.0,6.4,23.8
15761,160.0,25.5,159.4,12.0,9.0,175600.0,8.19,10.5
15769,125.0,12.8,102.4,8.0,8.0,80450.0,4.675000000000001,12.9
15771,130.0,35.0,269.2,8.0,6.0,110200.0,8.19,10.5
15772,73.3,4.33,59.1,5.0,4.0,409900.0,14.0,4.33
15779,56.0,3.19,57.0,4.0,4.0,98800.0,8.9,8.0
15781,211.0,40.0,189.6,20.0,21.0,88100.0,8.19,40.0
15785,48.0,2.4,50.0,2.0,2.0,162000.0,8.35,4.2
15786,548.0,49.0,89.4,7.0,6.0,63800.0,4.65,10.45
15791,122.0,16.0,131.1,8.0,6.0,224600.0,8.19,10.25
15793,100.0,42.0,420.0,14.0,14.0,161600.0,14.0,6.2
15794,89.0,4.95,55.6,5.0,5.0,226800.0,8.35,6.7
15795,40.0,1.47,36.8,2.0,2.0,127400.0,6.1,1.47
15801,720.0,32.0,44.4,2.0,2.0,68500.0,8.19,6.5
15802,48.0,2.09,43.5,3.0,2.0,111000.0,8.9,2.89
15805,33.0,3.2,97.0,1.0,1.0,267800.0,14.0,4.48
15806,48.0,4.55,94.8,4.0,4.0,226800.0,8.35,13.8
15809,54.0,4.0,74.1,3.0,2.0,283000.0,4.6,4.075
15812,110.0,14.99,136.3,5.0,5.0,145000.0,8.9,9.6
15813,81.0,1.65,20.4,2.0,2.0,74000.0,4.675000000000001,2.32
15814,126.0,25.956,206.0,5.0,4.0,54000.0,7.5,21.75
15815,60.0,4.15,69.2,2.0,3.0,174600.0,8.19,3.5
15816,130.0,20.5,157.7,17.0,8.0,85100.0,6.5,14.85
15818,44.0,1.16,26.4,2.0,1.0,60800.0,4.65,4.945
15819,75.0,8.2,109.3,3.0,4.0,45400.0,7.5,15.5
15821,184.0,42.0,228.3,40.0,40.0,136400.0,8.19,17.195
15826,80.0,8.0,100.0,3.0,3.0,146300.0,4.4,3.15
15827,85.7,4.2,49.0,3.0,2.0,61450.0,7.5,6.7
15828,128.2,25.0,195.0,10.0,10.0,72500.0,8.9,17.4
15829,67.0,3.45,51.5,2.0,2.0,61450.0,7.5,6.7
15831,68.0,3.28,48.2,3.0,3.0,180600.0,14.0,7.3
15833,56.0,7.5,133.9,3.0,3.0,72900.0,6.5,6.2
15834,68.9,3.4,49.3,2.0,2.0,61450.0,7.5,6.7
15835,48.0,4.5,93.8,3.0,2.0,61566.66666666666,4.7,3.5
15838,67.0,3.5,52.2,2.0,2.0,61450.0,7.5,6.7
15839,79.0,2.19,27.7,4.0,3.0,195600.0,6.5,3.6500000000000004
15842,60.1,6.4,106.5,4.0,7.0,104300.0,4.4,6.4
15846,67.0,3.3,49.3,2.0,2.0,61450.0,7.5,6.7
15847,74.0,7.6,102.7,2.0,2.0,132000.0,7.5,8.100000000000001
15862,67.0,11.5,171.6,2.0,1.0,123900.0,8.19,10.8
15865,60.0,4.9,81.7,3.0,3.0,46800.0,4.65,4.9
15868,80.0,5.9,73.8,3.0,2.0,64800.0,6.95,7.050000000000001
15881,250.0,65.0,260.0,5.0,5.0,77000.0,7.5,45.0
15882,225.0,150.0,666.7,6.0,5.0,416000.0,14.0,13.75
15890,63.0,8.2,130.2,7.0,7.0,153200.0,6.1,16.6
15898,40.0,4.68,117.0,3.0,2.0,133650.0,6.1,6.9
15963,91.0,5.7,62.6,3.0,2.0,49850.0,7.5,5.7
15967,79.3,9.2,116.0,2.0,2.0,416000.0,14.0,13.75
15979,62.4,5.78,92.6,5.0,5.0,225500.0,14.0,39.0
15988,392.0,13.2,33.7,4.0,4.0,52500.0,5.2,4.896000000000001
15997,75.5,9.7,128.5,4.0,5.0,145000.0,8.9,9.6
15999,86.0,10.9,126.7,4.0,4.0,97200.0,8.9,8.4
16003,130.0,8.0,61.5,3.0,2.0,164700.0,4.4,4.324999999999999
16028,75.0,2.55,34.0,4.0,4.0,109400.0,12.0,7.1
16042,41.0,2.3,56.1,4.0,3.0,179100.0,4.6,6.75
16044,42.0,4.1,97.6,4.0,3.0,77100.0,4.675000000000001,4.1
16046,90.0,15.99,177.7,4.0,5.0,97200.0,6.7,9.25
16056,72.5,3.6,49.7,4.0,5.0,73700.0,8.9,9.15
16057,70.0,6.5,92.9,6.0,6.0,72900.0,6.5,6.2
16058,92.5,5.0,54.1,2.0,2.0,72900.0,6.5,6.2
16060,71.9,6.8,94.6,2.0,2.0,226800.0,8.35,7.15
16062,458.0,53.5,116.8,5.0,5.0,93150.0,6.7,7.5
16067,57.0,7.6,133.3,2.0,2.0,160000.0,8.19,5.074999999999999
16069,160.0,70.0,437.5,30.0,15.0,128000.0,8.19,4.975
16076,145.0,23.5,162.1,12.0,13.0,128300.0,8.19,23.5
16077,52.0,4.3,82.7,5.0,5.0,138500.0,8.35,9.195
16078,95.0,12.49,131.5,3.0,3.0,138500.0,8.35,9.195
16081,57.0,1.8,31.6,2.0,2.0,64800.0,6.95,7.050000000000001
16082,35.0,2.15,61.4,3.0,3.0,267300.0,8.35,8.6
16088,144.0,45.0,312.5,2.0,3.0,175600.0,7.51,11.0
16091,133.0,28.69,215.7,7.0,7.0,72900.0,6.5,6.2
16093,54.0,16.5,305.6,9.0,10.0,286000.0,14.0,16.5
16098,32.0,2.79,87.2,3.0,2.0,49600.0,4.65,9.7
16102,50.0,1.48,29.6,2.0,2.0,49800.0,2.6,2.85
16104,80.0,3.0,37.5,3.0,2.0,97200.0,6.5,2.925
16106,68.0,2.9,42.6,2.0,2.0,101300.0,6.0,6.6
16107,79.0,17.3,219.0,9.0,7.0,450800.0,14.0,17.3
16128,53.0,2.1,39.6,1.0,1.0,93050.0,4.675000000000001,3.875
16131,52.0,1.65,31.7,3.0,2.0,174600.0,8.19,3.5
16136,40.0,6.6,165.0,2.0,2.0,117400.0,7.51,6.6
16137,99.0,30.0,303.0,2.0,2.0,151700.0,14.0,30.0
16147,84.0,9.5,113.1,2.0,3.0,55433.333333333336,4.675000000000001,4.65
16151,66.0,21.9,331.8,1.0,1.0,175700.0,14.0,7.45
16152,54.0,32.5,601.9,8.0,8.0,307400.0,14.0,13.5
16154,200.0,65.0,325.0,7.0,7.0,179800.0,8.9,9.9
16162,131.2,27.0,205.8,6.0,8.0,87200.0,12.0,27.0
16163,52.0,4.4,84.6,4.0,3.0,40100.0,5.2,4.4
16168,200.0,21.8,109.0,4.0,4.0,64800.0,6.95,7.050000000000001
16169,59.0,24.0,406.8,3.0,3.0,145400.0,14.0,14.8
16170,24.0,10.5,437.5,4.0,4.0,180600.0,14.0,7.3
16171,54.0,6.1,113.0,3.0,2.0,143400.0,6.1,4.39
16172,60.0,18.0,300.0,6.0,6.0,138500.0,8.35,9.195
16177,96.0,7.01,73.0,2.0,2.0,72900.0,6.5,6.2
16184,282.0,45.0,159.6,12.0,12.0,199600.0,7.51,11.6
16186,200.0,18.5,92.5,4.0,5.0,56700.0,7.5,13.8
16188,69.0,5.5,79.7,5.0,2.0,145000.0,8.9,9.6
16191,92.0,2.6,28.3,3.0,2.0,49800.0,2.6,2.85
16203,80.0,6.2,77.5,1.0,1.0,62400.0,7.5,11.4
16206,53.0,4.38,82.6,2.0,1.0,164700.0,4.4,4.324999999999999
16207,400.0,35.0,87.5,45.0,46.0,51300.0,4.05,35.0
16210,88.0,32.0,363.6,4.0,4.0,299700.0,8.35,5.77
16212,63.1,13.0,206.0,6.0,4.0,115700.0,7.51,14.7
16213,71.0,6.5,91.5,4.0,5.0,64800.0,6.95,6.5
16214,39.6,3.9,98.5,2.0,2.0,133600.0,6.0,4.92
16216,55.0,3.7,67.3,2.0,1.0,63800.0,4.65,10.45
16217,65.0,27.0,415.4,7.0,7.0,97200.0,8.9,8.4
16219,33.0,6.5,197.0,3.0,4.0,145800.0,6.7,15.5
16222,92.0,6.1,66.3,3.0,2.0,164700.0,4.4,4.324999999999999
16225,338.9,110.0,324.6,6.0,7.0,121500.0,6.7,49.0
16226,35.0,2.7,77.1,1.0,1.0,164700.0,4.4,4.324999999999999
16230,84.0,5.38,64.0,2.0,2.0,64800.0,6.95,7.050000000000001
16231,94.0,4.0,42.6,3.0,2.0,132000.0,7.5,7.300000000000001
16233,125.0,25.0,200.0,6.0,5.0,68900.0,6.5,25.0
16235,121.0,7.34,60.7,3.0,3.0,72900.0,6.5,6.2
16236,43.4,8.3,191.2,3.0,4.0,144600.0,7.51,8.5
16237,121.0,7.7,63.6,3.0,3.0,72900.0,6.5,6.2
16247,49.0,3.5,71.4,1.0,1.0,66200.0,7.5,4.0
16249,74.0,1.79,24.2,2.0,2.0,72900.0,4.7,4.75
16251,68.0,4.2,61.8,2.0,2.0,45500.0,4.675000000000001,3.55
16252,44.0,4.05,92.0,2.0,3.0,133600.0,6.0,4.92
16254,82.0,5.25,64.0,2.0,2.0,64800.0,6.95,7.050000000000001
16259,85.0,7.95,93.5,5.0,5.0,61450.0,7.5,6.7
16275,300.0,19.5,65.0,10.0,5.0,44050.0,4.675000000000001,3.925
16276,112.0,14.0,125.0,3.0,2.0,129600.0,6.7,6.4
16282,68.0,3.59,52.8,2.0,2.0,83983.33333333333,4.7,2.7
16284,120.0,10.5,87.5,3.0,3.0,115000.0,6.5,10.5
16289,75.0,3.3,44.0,2.0,2.0,86800.0,4.675000000000001,3.2
16290,188.0,49.0,260.6,20.0,20.0,162000.0,8.35,4.2
16292,67.0,2.29,34.2,2.0,2.0,45400.0,7.5,1.9
16293,36.0,1.9,52.8,1.0,1.0,45400.0,7.5,1.9
16294,36.1,3.86,106.9,4.0,3.0,40500.0,4.7,3.86
16296,82.4,17.8,216.0,4.0,5.0,145800.0,6.7,15.5
16298,70.0,2.45,35.0,2.0,2.0,45400.0,7.5,1.9
16299,324.0,7.5,23.1,4.0,3.0,39166.66666666666,5.2,3.7
16303,273.0,5.5,20.1,3.0,3.0,39166.66666666666,5.2,3.7
16307,60.0,2.8,46.7,3.0,3.0,105300.0,6.5,13.600000000000001
16308,82.5,4.69,56.8,4.0,4.0,78800.0,7.51,4.69
16310,35.0,6.1,174.3,3.0,3.0,133650.0,6.1,6.9
16312,90.0,8.6,95.6,4.0,5.0,135700.0,6.7,4.25
16313,90.0,13.5,150.0,4.0,5.0,135700.0,6.7,4.25
16314,90.0,9.4,104.4,4.0,5.0,97200.0,6.7,9.25
16316,90.8,9.7,106.8,2.0,3.0,93150.0,6.7,7.5
16318,52.0,9.4,180.8,4.0,5.0,262100.0,8.35,12.05
16321,65.0,4.78,73.5,3.0,4.0,43700.0,6.95,6.45
16323,46.5,5.2,111.8,4.0,4.0,68500.0,8.19,6.5
16324,57.0,3.28,57.5,4.0,3.0,113000.0,8.9,8.075
16326,51.2,3.32,64.8,3.0,3.0,48600.0,6.95,3.5
16332,52.0,3.18,61.2,3.0,3.0,66200.0,6.95,3.18
16334,85.6,4.3,50.2,4.0,5.0,56700.0,6.7,4.05
16338,77.0,5.5,71.4,4.0,4.0,62400.0,6.95,5.5
16340,52.0,2.79,53.7,3.0,2.0,80600.0,7.51,3.6
16348,65.0,2.1,32.3,2.0,2.0,101900.0,4.65,4.5
16349,29.0,3.85,132.8,2.0,2.0,159200.0,12.0,17.0
16351,48.0,2.95,61.5,3.0,4.0,78200.0,7.51,5.9
16355,112.0,70.0,625.0,6.0,6.0,132000.0,7.5,7.300000000000001
16356,45.0,1.9,42.2,1.0,1.0,66200.0,7.5,3.6500000000000004
16360,59.0,2.1,35.6,2.0,2.0,66200.0,7.5,4.0
16365,75.0,3.3,44.0,2.0,1.0,210600.0,6.1,3.25
16366,50.0,9.15,183.0,4.0,5.0,73700.0,8.9,9.15
16374,120.0,13.5,112.5,3.0,2.0,132000.0,7.5,7.300000000000001
16378,12.0,3.0,250.0,2.0,2.0,251600.0,4.6,15.9
16379,105.0,4.99,47.5,3.0,2.0,52500.0,5.2,4.896000000000001
16382,107.0,5.6,52.3,4.0,2.0,32400.0,4.65,5.6
16388,100.0,9.8,98.0,5.0,5.0,42950.0,7.5,12.75
16389,92.0,6.3,68.5,2.0,2.0,72900.0,6.5,6.2
16391,60.0,11.5,191.7,5.0,6.0,93300.0,8.19,11.5
16395,38.0,6.88,181.1,4.0,3.0,93300.0,8.19,6.69
16397,75.0,15.9,212.0,5.0,6.0,251600.0,4.6,15.9
16401,65.0,17.89,275.2,2.0,2.0,136400.0,8.19,17.195
16402,90.0,1.0,11.1,2.0,2.0,23750.0,2.6,1.5
16403,94.0,23.9,254.3,4.0,4.0,320900.0,14.0,23.494999999999997
16406,70.0,3.3,47.1,2.0,1.0,149200.0,4.6,4.109999999999999
16409,62.5,3.88,62.1,2.0,3.0,227300.0,14.0,19.0
16410,130.0,39.0,300.0,4.0,4.0,188600.0,12.0,23.0
16417,28.0,3.0,107.1,2.0,2.0,64200.0,8.19,7.9
16421,30.0,5.0,166.7,2.0,2.0,179100.0,4.6,6.75
16424,92.0,4.9,53.3,2.0,2.0,72900.0,6.5,6.2
16426,60.0,4.23,70.5,4.0,3.0,81600.0,4.675000000000001,5.875
16428,75.0,3.25,43.3,3.0,2.0,101300.0,6.0,6.6
16430,40.0,2.63,65.8,3.0,2.0,247100.0,8.35,15.5
16432,48.0,3.31,69.0,3.0,3.0,199600.0,7.51,11.6
16439,76.0,2.8,36.8,4.0,5.0,68000.0,8.9,5.3
16441,69.0,1.93,28.0,2.0,2.0,93050.0,4.675000000000001,3.875
16445,83.0,4.05,48.8,3.0,2.0,56700.0,6.7,4.05
16448,220.0,49.0,222.7,4.0,5.0,145800.0,6.7,15.5
16450,571.0,31.0,54.3,5.0,3.0,49600.0,4.65,9.7
16452,55.5,6.2,111.7,1.0,1.0,132000.0,7.5,7.300000000000001
16454,64.1,7.5,117.0,4.0,5.0,105300.0,6.7,7.5
16461,103.5,13.5,130.4,3.0,4.0,80600.0,7.51,3.6
16462,64.6,5.9,91.3,4.0,3.0,133600.0,6.0,4.92
16467,38.0,3.95,103.9,2.0,2.0,62400.0,6.0,3.825
16470,117.0,6.9,59.0,3.0,2.0,72900.0,6.5,6.2
16471,85.0,2.7,31.8,3.0,2.0,80450.0,4.675000000000001,12.9
16473,55.0,3.0,54.5,2.0,1.0,92350.0,6.5,4.4
16476,72.0,6.7,93.1,4.0,3.0,50200.0,6.0,4.67
16477,93.0,13.0,139.8,5.0,6.0,94800.0,6.5,12.7
16480,30.0,7.59,253.0,4.0,4.0,64600.0,6.5,10.545
16482,114.0,4.5,39.5,3.0,2.0,72900.0,6.5,4.5
16484,114.0,4.5,39.5,3.0,2.0,72900.0,6.5,4.5
16486,74.0,4.0,54.1,2.0,2.0,176500.0,12.0,13.1
16487,80.0,3.89,48.6,4.0,4.0,111500.0,12.0,15.945
16489,69.0,8.0,115.9,4.0,4.0,145000.0,8.9,9.6
16490,80.0,2.6,32.5,3.0,2.0,63800.0,4.675000000000001,4.75
16492,90.0,5.3,58.9,3.0,2.0,132000.0,7.5,7.300000000000001
16493,58.2,4.95,85.1,4.0,3.0,26233.33333333333,5.2,5.7
16494,51.0,4.85,95.1,4.0,3.0,57000.0,5.2,6.85
16496,66.0,2.99,45.3,2.0,2.0,61450.0,7.5,6.7
16497,48.0,3.0,62.5,3.0,2.0,76933.33333333333,4.7,4.9
16498,73.0,12.5,171.2,8.0,7.0,69700.0,6.0,9.445
16499,141.0,8.2,58.2,3.0,2.0,72900.0,6.5,6.2
16500,120.0,5.96,49.7,1.0,1.0,93150.0,6.7,7.5
16510,52.8,2.15,40.7,2.0,2.0,74950.0,4.7,3.425
16512,44.0,5.85,133.0,2.0,2.0,90700.0,6.5,6.5
16513,62.3,3.7,59.4,2.0,2.0,66200.0,7.5,8.9
16514,30.0,1.63,54.3,2.0,2.0,63800.0,4.65,10.45
16515,88.8,4.7,52.9,2.0,2.0,72900.0,6.5,6.2
16519,64.0,6.4,100.0,3.0,2.0,69700.0,6.0,6.550000000000001
16524,56.0,3.8,67.9,2.0,1.0,132000.0,7.5,7.300000000000001
16526,96.0,5.92,61.7,3.0,2.0,132000.0,7.5,7.300000000000001
16527,73.0,5.6,76.7,2.0,2.0,174500.0,12.0,5.199999999999999
16532,32.0,2.7,84.4,2.0,2.0,81000.0,4.7,6.04
16535,96.0,6.1,63.5,2.0,2.0,72900.0,6.5,6.2
16537,55.0,6.0,109.1,4.0,3.0,89900.0,8.9,5.8
16541,100.0,6.5,65.0,2.0,2.0,175700.0,14.0,7.45
16543,45.0,6.8,151.1,2.0,2.0,81000.0,6.7,9.9
16544,99.0,2.75,27.8,2.0,2.0,52500.0,5.2,4.896000000000001
16550,68.0,14.5,213.2,3.0,3.0,133600.0,6.0,4.92
16554,180.5,36.5,202.2,2.0,3.0,409900.0,14.0,24.45
16557,19.0,2.28,120.0,1.0,2.0,76933.33333333333,4.7,4.9
16559,76.3,10.8,141.5,4.0,4.0,113000.0,8.9,8.075
16564,56.0,13.5,241.1,5.0,5.0,73700.0,8.9,9.15
16576,96.0,6.23,64.9,2.0,2.0,72900.0,6.5,6.2
16577,108.0,9.6,88.9,3.0,2.0,129600.0,6.7,6.4
16578,93.0,10.8,116.1,6.0,6.0,78000.0,6.0,4.3
16580,62.0,3.38,54.5,3.0,3.0,104300.0,4.4,6.4
16581,156.0,28.0,179.5,3.0,3.0,119100.0,6.5,14.0
16593,51.0,2.1,41.2,1.0,1.0,177100.0,4.4,2.6
16595,80.0,13.7,171.2,3.0,3.0,176500.0,12.0,13.1
16596,100.0,15.5,155.0,6.0,5.0,66200.0,7.5,10.65
16598,64.0,12.5,195.3,3.0,2.0,111700.0,4.6,12.5
16600,81.0,13.1,161.7,4.0,5.0,97200.0,8.9,8.4
16610,61.4,2.3,37.5,2.0,2.0,120500.0,4.65,3.5
16613,66.0,10.1,153.0,3.0,3.0,100500.0,8.19,10.1
16615,58.0,9.1,156.9,4.0,4.0,96400.0,8.19,8.8
16616,88.0,12.8,145.5,5.0,5.0,103700.0,8.19,13.05
16617,76.0,7.4,97.4,6.0,6.0,93150.0,6.7,7.5
16618,60.0,7.8,130.0,2.0,2.0,110200.0,8.19,14.9
16620,60.0,9.0,150.0,4.0,4.0,84400.0,8.19,11.0
16623,60.0,10.5,175.0,4.0,4.0,98200.0,8.19,17.15
16625,74.0,11.9,160.8,1.0,1.0,84700.0,8.19,12.2
16640,170.0,17.0,100.0,6.0,6.0,41300.0,7.5,16.65
16644,56.0,5.55,99.1,4.0,5.0,120700.0,7.5,21.75
16649,264.3,115.0,435.1,39.0,40.0,93000.0,7.51,58.725
16658,80.0,6.4,80.0,2.0,2.0,50200.0,7.5,12.25
16659,45.0,3.5,77.8,3.0,3.0,145400.0,14.0,15.5
16661,106.0,38.5,363.2,18.0,18.0,226800.0,8.35,7.15
16668,75.0,4.7,62.7,2.0,2.0,129600.0,6.7,6.4
16672,65.4,25.0,382.3,5.0,6.0,190600.0,8.35,19.85
16673,65.0,11.0,169.2,6.0,7.0,213800.0,7.51,11.0
16674,55.0,9.3,169.1,5.0,5.0,65600.0,8.9,9.3
16675,94.1,5.8,61.6,3.0,2.0,129600.0,6.7,6.4
16676,56.0,8.7,155.4,4.0,6.0,80200.0,6.0,6.25
16681,72.0,16.5,229.2,5.0,5.0,159200.0,12.0,17.0
16686,78.0,4.21,54.0,4.0,5.0,127000.0,7.51,8.5
16691,78.0,12.5,160.3,4.0,2.0,176500.0,12.0,13.1
16697,68.0,3.75,55.1,3.0,3.0,63800.0,4.675000000000001,4.75
16705,125.0,41.0,328.0,14.0,14.0,133300.0,7.51,10.2
16707,39.0,4.2,107.7,2.0,1.0,175600.0,8.19,10.5
16711,42.0,6.5,154.8,4.0,4.0,130400.0,4.7,7.35
16715,118.0,12.7,107.6,6.0,5.0,83983.33333333333,4.7,2.7
16721,99.6,19.8,198.8,10.0,8.0,166100.0,8.9,8.645
16735,52.0,1.68,32.3,3.0,3.0,60800.0,4.7,6.9
16737,61.0,4.3,70.5,2.0,2.0,132000.0,7.5,7.300000000000001
16740,69.3,3.94,56.9,5.0,5.0,174200.0,8.35,5.12
16742,80.41,3.17,39.4,5.0,6.0,72900.0,6.7,7.395
16767,126.0,4.13,32.8,3.0,2.0,129600.0,6.7,6.4
16769,90.0,25.0,277.8,5.0,6.0,173300.0,7.51,11.0
16776,65.0,3.85,59.2,4.0,5.0,109400.0,12.0,7.1
16778,178.0,26.0,146.1,8.0,6.0,40100.0,5.2,7.1
16779,55.0,1.48,26.9,2.0,2.0,49800.0,2.6,2.85
16786,78.0,3.89,49.9,3.0,4.0,117450.0,6.1,6.42
16790,56.2,3.45,61.4,3.0,5.0,247100.0,8.35,15.5
16813,67.5,2.45,36.3,4.0,5.0,108900.0,6.0,7.0
16818,48.0,3.0,62.5,4.0,4.0,56700.0,6.95,3.0
16819,56.0,1.6,28.6,3.0,3.0,141200.0,7.51,2.79
16821,55.0,1.7,30.9,2.0,2.0,48600.0,6.95,3.5
16822,135.0,9.1,67.4,3.0,2.0,129600.0,6.7,6.4
16824,54.0,6.5,120.4,1.0,1.0,132000.0,7.5,7.300000000000001
16827,56.0,4.4,78.6,4.0,4.0,81000.0,6.7,4.95
16829,77.5,4.48,57.8,4.0,6.0,267800.0,14.0,4.48
16830,99.0,6.8,68.7,3.0,2.0,120700.0,7.5,5.5
16833,79.0,5.5,69.6,3.0,2.0,120700.0,7.5,5.5
16837,57.0,3.9,68.4,2.0,1.0,120700.0,7.5,5.5
16866,69.0,2.95,42.8,2.0,2.0,129600.0,6.7,6.4
16875,69.0,2.85,41.3,4.0,5.0,64800.0,6.95,7.050000000000001
16878,62.4,3.18,51.0,3.0,4.0,170100.0,8.35,3.925
16888,56.0,2.6,46.4,2.0,1.0,86800.0,4.675000000000001,3.2
16890,36.0,2.99,83.1,3.0,2.0,104200.0,6.5,3.5
16904,93.5,5.2,55.6,5.0,5.0,90700.0,6.5,6.5
16914,29.0,4.4,151.7,2.0,4.0,175600.0,8.19,10.5
16950,68.2,42.0,615.8,22.0,23.0,159200.0,12.0,17.0
16952,168.0,49.0,291.7,10.0,10.0,199600.0,7.51,11.6
16954,78.0,2.58,33.1,3.0,2.0,59300.0,4.675000000000001,1.82
16956,180.0,45.0,250.0,5.0,5.0,123900.0,8.9,45.0
16960,80.0,3.35,41.9,5.0,5.0,174500.0,12.0,5.199999999999999
16963,100.0,11.48,114.8,6.0,4.0,145800.0,4.7,8.8
17034,80.0,23.0,287.5,4.0,4.0,210600.0,8.35,23.25
17046,68.0,8.19,120.4,3.0,2.0,74500.0,6.5,8.19
17047,50.0,2.79,55.8,4.0,3.0,96400.0,8.19,8.8
17048,21.0,4.4,209.5,2.0,3.0,180600.0,14.0,7.3
17049,40.0,1.94,48.5,4.0,4.0,98100.0,7.51,6.75
17052,52.0,4.21,81.0,2.0,3.0,124800.0,4.6,4.21
17054,43.0,3.32,77.2,3.0,2.0,162000.0,8.35,4.2
17065,84.5,11.5,136.1,5.0,4.0,175600.0,7.51,11.0
17067,101.0,4.09,40.5,3.0,2.0,129600.0,6.7,6.4
17069,59.0,2.85,48.3,2.0,1.0,49800.0,2.6,2.85
17083,52.0,8.0,153.8,3.0,4.0,130400.0,8.9,23.75
17097,43.0,7.2,167.4,4.0,3.0,95200.0,6.0,4.275
17098,80.0,27.0,337.5,20.0,20.0,299700.0,8.35,5.77
17102,42.0,4.4,104.8,4.0,3.0,57000.0,5.2,6.85
17105,88.0,3.2,36.4,3.0,2.0,85100.0,6.5,3.1
17106,103.0,13.39,130.0,3.0,2.0,132000.0,7.5,7.300000000000001
17113,69.2,14.7,212.4,6.0,5.0,115700.0,7.51,14.7
17131,43.0,4.2,97.7,3.0,2.0,175600.0,8.19,10.5
17149,400.0,370.0,925.0,16.0,12.0,267800.0,14.0,4.48
17152,80.0,6.65,83.1,10.0,10.0,67900.0,4.675000000000001,5.65
17157,150.0,28.0,186.7,5.0,4.0,115000.0,6.5,10.5
17159,75.0,8.9,118.7,4.0,5.0,82600.0,6.0,6.1
17190,104.0,19.0,182.7,10.0,10.0,194400.0,8.35,19.0
17195,133.0,16.5,124.1,3.0,2.0,151500.0,8.9,11.0
17200,109.0,9.9,90.8,3.0,2.0,151500.0,8.9,11.0
17204,90.0,79.0,877.8,32.0,32.0,278700.0,14.0,11.594999999999999
17214,52.0,5.79,111.3,3.0,3.0,101300.0,6.0,6.6
17215,52.0,2.99,57.5,2.0,3.0,93200.0,6.95,7.975
17217,48.0,3.23,67.3,3.0,3.0,161200.0,6.95,8.05
17218,108.0,8.8,81.5,3.0,2.0,129600.0,6.7,6.4
17222,94.0,11.0,117.0,2.0,2.0,295000.0,7.5,14.25
17225,67.6,3.1,45.9,5.0,5.0,175600.0,8.19,10.5
17232,67.5,2.95,43.7,4.0,4.0,141800.0,8.9,8.3
17238,65.0,1.67,25.7,4.0,4.0,105300.0,6.7,7.5
17242,72.0,3.9,54.2,2.0,2.0,56700.0,6.7,4.05
17251,90.0,6.1,67.8,3.0,2.0,133600.0,6.0,4.92
17271,51.0,13.5,264.7,11.0,11.0,262100.0,8.35,12.05
17272,149.0,35.0,234.9,12.0,12.0,130400.0,8.9,23.75
17282,82.0,3.29,40.1,7.0,7.0,89900.0,6.5,7.395
17284,54.33,2.12,39.0,3.0,3.0,108900.0,6.0,7.0
17285,128.0,35.0,273.4,10.0,10.0,272200.0,7.51,7.75
17286,60.5,3.75,62.0,3.0,3.0,170100.0,8.35,3.925
17291,77.0,3.05,39.6,3.0,2.0,90700.0,7.5,2.71
17297,70.7,2.71,38.3,3.0,2.0,90700.0,7.5,2.71
17299,60.15,1.55,25.8,3.0,1.0,67900.0,4.675000000000001,5.65
17305,65.8,4.15,63.1,5.0,5.0,202500.0,8.35,4.15
17307,56.0,21.5,383.9,6.0,6.0,138500.0,14.0,21.5
17327,87.0,7.8,89.7,3.0,2.0,73700.0,8.9,9.15
17329,74.0,17.0,229.7,4.0,5.0,199600.0,7.51,11.6
17330,33.0,1.88,57.0,3.0,3.0,63800.0,4.65,10.45
17332,90.0,12.6,140.0,4.0,4.0,64800.0,6.95,7.050000000000001
17334,132.0,25.0,189.4,4.0,3.0,63800.0,4.65,10.45
17335,200.0,22.0,110.0,5.0,5.0,103700.0,8.9,11.4
17338,40.0,4.6,115.0,3.0,3.0,89300.0,12.0,18.3
17343,57.0,1.85,32.5,1.0,1.0,45400.0,7.5,1.9
17345,99.0,6.45,65.2,3.0,2.0,129600.0,6.7,6.4
17346,57.0,1.85,32.5,2.0,1.0,45400.0,7.5,1.9
17347,29.0,4.25,146.6,2.0,3.0,93300.0,7.51,6.375
17349,51.2,4.5,87.9,2.0,2.0,123900.0,8.19,10.8
17352,180.0,45.0,250.0,4.0,3.0,123900.0,8.9,45.0
17355,70.2,8.0,114.0,5.0,5.0,55900.0,7.5,10.75
17377,91.0,6.5,71.4,2.0,1.0,151500.0,8.9,11.0
17382,98.0,6.45,65.8,3.0,2.0,129600.0,6.7,6.4
17387,69.0,2.5,36.2,2.0,2.0,90700.0,7.5,2.71
17391,98.0,8.0,81.6,3.0,2.0,129600.0,6.7,6.4
17395,54.0,9.5,175.9,4.0,3.0,145800.0,8.9,5.2
17397,90.0,9.4,104.4,12.0,13.0,166100.0,8.9,8.645
