,Diện Tích,Giá,Triệu/m2,Số Phòng Ngủ,Số Nhà Vệ Sinh,Giá Đề Xuất,Giá Quận,Giá Đường
11377,83.0,3.9,47.0,3.0,2.0,52500.0,5.2,4.896000000000001
11379,105.0,18.8,179.0,4.0,5.0,64800.0,6.95,7.050000000000001
11388,190.0,27.49,144.7,6.0,6.0,59100.0,4.7,27.49
11403,76.0,9.0,118.4,3.0,2.0,77800.0,6.5,9.0
11405,96.0,22.0,229.2,10.0,10.0,174500.0,12.0,5.199999999999999
11409,83.0,5.6,67.5,3.0,2.0,164700.0,4.4,4.324999999999999
11425,216.0,11.48,53.1,3.0,3.0,64800.0,6.95,6.5
11436,270.0,150.0,555.6,10.0,10.0,126000.0,8.19,150.0
11447,115.0,7.5,65.2,3.0,3.0,164700.0,4.4,4.324999999999999
11454,97.0,13.5,139.2,5.0,5.0,98100.0,7.51,6.75
11458,90.0,5.99,66.6,3.0,2.0,164700.0,4.4,4.324999999999999
11459,45.4,3.75,82.6,2.0,2.0,73700.0,8.9,3.75
11463,60.5,3.29,54.4,2.0,3.0,153900.0,8.35,4.2
11483,50.4,3.28,65.1,2.0,3.0,226800.0,8.35,6.7
11487,114.0,7.4,64.9,3.0,2.0,129600.0,6.7,6.4
11491,138.0,19.0,137.7,5.0,5.0,98800.0,8.9,8.0
11493,81.0,3.42,42.2,3.0,4.0,160000.0,7.51,4.28
11496,30.0,3.5,116.7,3.0,3.0,59000.0,6.0,2.88
11498,104.0,18.0,173.1,2.0,2.0,286000.0,14.0,16.5
11505,73.0,2.18,29.9,2.0,2.0,52500.0,5.2,4.896000000000001
11507,35.0,15.5,442.9,4.0,4.0,145400.0,14.0,15.5
11509,73.3,1.75,23.9,2.0,1.0,68900.0,7.5,11.1
11515,76.0,7.5,98.7,2.0,2.0,129600.0,6.7,6.4
11524,100.0,12.5,125.0,2.0,2.0,94000.0,6.5,7.7
11526,204.0,16.3,79.9,15.0,15.0,64800.0,6.95,7.050000000000001
11529,160.0,14.0,87.5,3.0,2.0,151500.0,8.9,11.0
11548,100.0,12.5,125.0,5.0,5.0,98800.0,8.9,8.0
11561,85.0,39.0,458.8,8.0,8.0,225500.0,14.0,39.0
11569,120.0,15.8,131.7,2.0,2.0,94000.0,6.5,7.7
11580,50.0,11.5,230.0,4.0,5.0,129600.0,8.9,10.6
11586,64.0,12.5,195.3,6.0,4.0,166100.0,8.9,8.645
11591,228.0,16.0,70.2,5.0,5.0,40500.0,6.95,7.2
11594,60.8,2.35,38.7,2.0,1.0,83983.33333333333,4.7,2.7
11597,46.0,2.25,48.9,1.0,1.0,39166.66666666666,5.2,3.7
11614,75.0,4.2,56.0,2.0,2.0,52500.0,5.2,4.896000000000001
11615,257.0,135.0,525.3,6.0,7.0,210600.0,6.1,69.325
11619,77.0,7.1,92.2,2.0,2.0,129600.0,6.7,6.4
11622,17.7,2.97,167.8,2.0,2.0,78000.0,6.0,4.3
11638,103.0,6.5,63.1,3.0,2.0,133500.0,7.51,6.3
11647,57.0,2.55,44.7,4.0,4.0,130400.0,4.7,7.35
11649,130.0,18.5,142.3,3.0,2.0,151500.0,8.9,11.0
11650,151.0,5.3,35.1,2.0,3.0,76933.33333333333,4.7,4.9
11652,71.0,4.2,59.2,2.0,2.0,72900.0,6.5,6.2
11671,98.0,7.5,76.5,12.0,12.0,55100.0,7.5,5.5
11677,22.0,3.3,150.0,3.0,3.0,72900.0,6.5,6.2
11688,108.0,6.5,60.2,3.0,2.0,49850.0,6.95,4.29
11691,350.0,48.0,137.1,4.0,6.0,132000.0,7.5,8.100000000000001
11696,77.0,6.65,86.4,2.0,2.0,129600.0,6.7,6.4
11700,75.1,25.0,332.9,5.0,5.0,176500.0,12.0,13.1
11703,52.0,7.0,134.6,1.0,1.0,132000.0,7.5,8.100000000000001
11705,176.0,36.0,204.5,4.0,4.0,124200.0,7.51,8.8
11734,110.0,15.509999999999998,141.0,3.0,2.0,151500.0,8.9,11.0
11738,94.76,5.5,58.0,3.0,2.0,120700.0,7.5,5.5
11742,160.0,29.9,186.9,5.0,6.0,82400.0,4.675000000000001,32.45
11749,180.0,52.0,288.9,4.0,5.0,122800.0,12.0,7.495
11752,86.0,8.4,97.7,2.0,2.0,271100.0,14.0,12.7
11755,87.0,7.5,86.2,2.0,2.0,129600.0,6.7,6.4
11761,102.5,17.0,165.9,4.0,5.0,64800.0,6.95,7.050000000000001
11770,86.0,18.0,209.3,6.0,4.0,168000.0,8.19,11.5
11775,45.0,1.75,38.9,1.0,1.0,135700.0,6.7,4.25
11781,68.0,3.65,53.7,2.0,1.0,164700.0,4.4,4.324999999999999
11783,121.0,7.4,61.2,3.0,3.0,72900.0,6.5,6.2
11788,74.0,7.0,94.6,2.0,2.0,132000.0,7.5,8.100000000000001
11789,56.0,17.9,319.6,4.0,4.0,144000.0,4.6,17.9
11792,160.0,19.0,118.8,5.0,6.0,54000.0,7.5,21.75
11794,70.0,9.0,128.6,4.0,5.0,128300.0,8.19,14.149999999999999
11799,80.0,4.19,52.4,2.0,2.0,164700.0,4.4,4.324999999999999
11817,90.5,3.15,34.8,3.0,2.0,28400.0,4.675000000000001,4.15
11819,320.0,44.0,137.5,36.0,36.0,32400.0,6.95,11.2
11827,34.2,1.99,58.2,4.0,3.0,54500.0,6.0,2.725
11847,96.0,23.0,239.6,5.0,6.0,174600.0,8.19,3.5
11857,75.0,28.0,373.3,3.0,3.0,180600.0,12.0,16.55
11860,68.0,8.5,125.0,2.0,2.0,416000.0,14.0,13.75
11872,80.0,2.65,33.1,2.0,2.0,85300.0,8.19,2.8899999999999997
11930,20.0,2.0,100.0,2.0,2.0,87500.0,4.675000000000001,6.2
11934,83.0,3.5,42.2,2.0,2.0,195600.0,6.5,3.6500000000000004
11980,51.0,16.0,313.7,3.0,3.0,188600.0,12.0,23.0
12117,88.0,2.8,31.8,2.0,2.0,52500.0,5.2,4.896000000000001
12126,49.0,7.5,153.1,5.0,6.0,283000.0,4.6,4.075
12153,41.6,7.5,180.3,5.0,5.0,145000.0,8.9,9.6
12167,121.0,7.76,64.1,3.0,3.0,72900.0,6.5,6.2
12175,65.0,10.99,169.1,4.0,5.0,162000.0,8.35,4.2
12193,344.0,80.0,232.6,4.0,5.0,129600.0,6.7,80.0
12230,58.0,5.8,100.0,3.0,3.0,41300.0,4.675000000000001,4.1
12232,58.0,19.8,341.4,3.0,3.0,176500.0,12.0,13.1
12248,95.0,5.2,54.7,3.0,2.0,129600.0,6.7,6.4
12256,85.0,5.85,68.8,2.0,2.0,64800.0,6.95,7.050000000000001
12261,73.0,8.9,121.9,2.0,2.0,132000.0,7.5,8.100000000000001
12309,95.0,5.2,54.7,3.0,2.0,129600.0,6.7,6.4
12311,52.0,13.8,265.4,5.0,6.0,141500.0,12.0,13.8
12316,63.0,8.16,129.5,5.0,5.0,43700.0,8.19,8.16
12521,75.0,1.65,22.0,2.0,2.0,49800.0,2.6,2.85
12529,68.0,11.5,169.1,5.0,5.0,113000.0,8.9,8.075
12556,76.0,7.0,92.1,2.0,2.0,129600.0,6.7,6.4
12626,75.6,22.9,302.9,3.0,3.0,133650.0,6.1,6.9
12630,140.0,17.5,125.0,5.0,8.0,168000.0,8.19,11.5
12634,55.5,4.5,81.1,2.0,2.0,80450.0,4.675000000000001,12.9
12635,120.0,14.2,118.3,1.0,1.0,173300.0,7.51,11.0
12653,42.0,4.25,101.2,2.0,2.0,42900.0,4.675000000000001,4.25
12675,135.0,12.5,92.6,20.0,20.0,121500.0,6.5,7.5
12691,110.0,15.0,136.4,2.0,2.0,151500.0,8.9,11.0
12697,40.0,10.6,265.0,3.0,3.0,57400.0,7.5,10.6
12704,80.0,11.4,142.5,4.0,5.0,98800.0,8.9,8.0
12734,79.0,7.3,92.4,2.0,2.0,129600.0,6.7,6.4
12742,92.0,18.0,195.7,7.0,5.0,100400.0,12.0,3.235
12782,80.0,12.8,160.0,5.0,5.0,98800.0,8.9,8.0
12820,75.0,9.8,130.7,3.0,3.0,85300.0,8.19,2.8899999999999997
12823,110.0,15.5,140.9,3.0,3.0,100500.0,8.19,13.25
12844,200.0,55.0,275.0,4.0,5.0,128000.0,8.19,4.975
12847,220.0,13.0,59.1,3.0,3.0,129600.0,6.7,6.4
12864,72.0,5.65,78.5,2.0,2.0,128000.0,7.51,5.65
12894,120.0,7.7,64.2,3.0,2.0,175700.0,14.0,7.45
12964,117.0,28.0,239.3,6.0,5.0,128300.0,8.19,23.5
12965,85.0,5.6,65.9,3.0,2.0,115100.0,7.51,5.6
13022,115.0,7.4750000000000005,65.0,3.0,2.0,52500.0,5.2,4.896000000000001
13027,150.0,9.0,60.0,3.0,2.0,129600.0,6.7,6.4
13028,68.0,6.8,100.0,4.0,5.0,122500.0,6.0,5.05
13072,57.0,1.65,28.9,1.0,1.0,49800.0,2.6,2.85
13082,42.0,2.52,60.0,3.0,3.0,153900.0,8.35,4.2
13108,76.0,11.4,150.0,4.0,5.0,103700.0,8.9,11.4
13118,106.0,6.3,59.4,3.0,2.0,133500.0,7.51,6.3
13122,60.0,2.99,49.8,2.0,1.0,49800.0,2.6,2.85
13123,120.0,13.0,108.3,5.0,5.0,93050.0,4.675000000000001,3.875
13136,90.0,11.8,131.1,4.0,5.0,103700.0,8.9,11.4
13143,82.0,4.95,60.4,2.0,2.0,164700.0,4.4,4.324999999999999
13146,97.0,20.0,206.2,6.0,7.0,61450.0,7.5,6.7
13155,60.0,3.4,56.7,2.0,2.0,92350.0,6.5,4.4
13188,83.0,4.4,53.0,3.0,2.0,92350.0,6.5,4.4
13223,55.0,12.4,225.5,5.0,6.0,164900.0,8.35,5.6
13236,270.0,99.0,366.7,6.0,7.0,120700.0,7.5,5.5
13260,60.0,2.93,48.8,2.0,2.0,74500.0,4.7,3.55
13272,88.0,4.7,53.4,2.0,2.0,176500.0,12.0,13.1
13286,50.0,1.9,38.0,1.0,1.0,83983.33333333333,4.7,2.7
13292,140.0,11.5,82.1,3.0,2.0,113400.0,8.9,7.9
13300,60.0,9.0,150.0,2.0,2.0,96400.0,8.19,8.8
13321,132.0,52.0,393.9,5.0,5.0,120700.0,7.5,32.5
13325,83.0,4.3,51.8,3.0,2.0,92350.0,6.5,4.4
13334,31.0,1.7,54.8,1.0,1.0,204800.0,12.0,17.05
13346,74.0,3.9,52.7,2.0,2.0,176500.0,12.0,13.1
13367,60.0,6.1,101.7,4.0,5.0,64800.0,6.95,7.050000000000001
13381,83.0,5.0,60.2,2.0,2.0,272200.0,7.51,7.75
13394,32.0,1.5,46.9,2.0,2.0,64800.0,6.95,7.050000000000001
13433,60.0,7.2,120.0,3.0,4.0,64800.0,6.95,7.050000000000001
13475,58.0,5.7,98.3,4.0,3.0,59300.0,4.675000000000001,1.82
13481,82.0,5.0,61.0,2.0,2.0,129600.0,6.7,6.4
13485,81.5,13.0,159.5,4.0,4.0,43700.0,6.95,6.45
13494,65.3,2.89,44.3,4.0,4.0,120700.0,8.9,10.895
13506,112.0,15.0,133.9,2.0,2.0,107700.0,8.9,5.225
13512,120.0,10.8,90.0,5.0,5.0,66200.0,7.5,4.0
13532,160.0,37.0,231.2,4.0,5.0,77000.0,7.5,16.75
13539,88.7,12.5,140.9,12.0,12.0,69700.0,6.0,9.445
13544,59.0,6.2,105.1,5.0,4.0,110200.0,8.19,10.5
13556,115.0,11.0,95.7,9.0,9.0,94000.0,6.5,7.7
13562,80.0,12.49,156.1,4.0,6.0,145800.0,8.9,18.5
13566,80.0,12.5,156.2,5.0,5.0,145800.0,8.9,18.5
13567,54.0,3.6,66.7,1.0,1.0,66200.0,7.5,4.0
13578,109.0,8.0,73.4,3.0,3.0,200800.0,12.0,10.6
13590,44.0,2.3,52.3,1.0,1.0,132000.0,7.5,7.300000000000001
13592,150.0,19.0,126.7,2.0,1.0,72900.0,6.5,6.2
13602,60.0,6.3,105.0,4.0,4.0,105300.0,6.5,6.3
13613,120.0,12.5,104.2,5.0,5.0,43700.0,6.95,6.45
13620,69.0,4.0,58.0,4.0,5.0,115000.0,6.5,10.5
13623,22.0,4.6,209.1,2.0,3.0,103300.0,8.19,5.2
13627,36.0,6.5,180.6,3.0,4.0,145800.0,6.7,15.5
13639,41.8,6.2,148.3,3.0,2.0,123900.0,8.19,10.8
13641,50.0,1.43,28.6,2.0,2.0,49800.0,2.6,2.85
13650,58.0,9.9,170.7,7.0,7.0,54500.0,6.0,9.9
13672,45.0,5.85,130.0,2.0,2.0,93600.0,8.19,5.85
13678,61.0,1.6,26.2,2.0,2.0,54800.0,4.675000000000001,1.6
13679,69.0,3.57,51.7,2.0,2.0,56700.0,6.7,4.05
13699,200.0,22.2,111.0,2.0,2.0,94000.0,6.5,7.7
13710,156.0,14.5,92.9,4.0,4.0,129600.0,8.9,10.6
13715,640.0,70.0,109.4,6.0,6.0,89100.0,6.5,21.3
13718,110.0,30.5,277.3,2.0,2.0,181700.0,4.6,6.5
13720,62.5,3.79,60.6,4.0,4.0,153900.0,8.9,3.0700000000000003
13730,140.0,11.5,82.1,3.0,3.0,26233.33333333333,5.2,5.7
13740,54.0,4.15,76.9,3.0,3.0,283000.0,4.6,4.075
13743,102.7,11.9,115.9,4.0,5.0,103700.0,8.9,11.4
13757,109.4,11.5,105.1,2.0,2.0,130400.0,8.9,23.75
13764,50.2,3.7,73.7,4.0,5.0,69700.0,6.0,6.550000000000001
13766,80.0,8.6,107.5,3.0,3.0,72900.0,6.5,6.2
13770,56.0,4.9,87.5,2.0,2.0,80200.0,6.0,6.25
13774,40.0,13.99,349.8,5.0,6.0,213800.0,7.51,11.0
13779,88.0,9.0,102.3,4.0,4.0,145800.0,6.7,15.5
13782,76.0,9.5,125.0,4.0,4.0,94000.0,6.5,7.7
13792,89.3,10.0,112.0,5.0,5.0,129600.0,8.9,10.6
13799,52.0,8.5,163.5,1.0,1.0,307400.0,14.0,13.5
13817,50.0,3.18,63.6,4.0,4.0,98800.0,8.9,8.0
13818,85.3,10.8,126.6,4.0,4.0,103700.0,8.9,11.4
13820,143.0,16.0,111.9,3.0,3.0,50200.0,7.5,12.25
13822,56.0,2.8,50.0,2.0,2.0,133600.0,6.0,4.92
13823,101.0,5.0,49.5,3.0,2.0,66200.0,7.5,3.6500000000000004
13826,140.0,17.0,121.4,3.0,3.0,271100.0,14.0,12.7
13827,105.0,0.9,8.6,5.0,5.0,10400.0,6.4,0.9
13835,88.0,10.2,115.9,2.0,2.0,46400.0,6.0,10.6
13837,208.0,21.3,102.4,4.0,4.0,89100.0,6.5,21.3
13840,122.0,12.9,105.7,3.0,2.0,491700.0,14.0,18.5
13847,63.0,3.48,55.2,4.0,5.0,145000.0,8.9,9.6
13848,382.0,75.0,196.3,4.0,4.0,89300.0,12.0,18.3
13850,56.0,2.45,43.8,3.0,4.0,95375.0,6.1,2.45
13854,186.0,44.0,236.6,5.0,7.0,247100.0,8.35,15.5
13858,50.0,4.69,93.8,4.0,3.0,267800.0,14.0,4.48
13859,78.0,4.95,63.5,2.0,2.0,129600.0,6.7,6.4
13861,100.0,12.0,120.0,2.0,2.0,94000.0,6.5,7.7
13867,69.0,3.9,56.5,2.0,2.0,45400.0,6.0,3.8499999999999996
13868,80.0,4.9,61.3,3.0,3.0,90700.0,6.5,6.5
13872,187.27,22.0,117.5,3.0,3.0,157800.0,14.0,9.85
13891,65.0,18.0,276.9,2.0,2.0,109400.0,12.0,7.1
13896,64.0,3.0,46.9,4.0,4.0,48600.0,4.7,4.0
13897,72.0,4.5,62.5,2.0,2.0,272200.0,7.51,7.75
13898,60.4,7.5,124.2,3.0,3.0,121500.0,6.5,7.5
13912,61.0,5.0,82.0,2.0,1.0,196900.0,8.19,5.15
13913,72.0,5.2,72.2,2.0,2.0,196900.0,8.19,5.15
13926,46.0,11.9,258.7,9.0,9.0,247100.0,8.35,15.5
13942,33.0,7.7,233.3,2.0,2.0,278700.0,14.0,11.594999999999999
13956,36.0,9.5,263.9,4.0,4.0,226800.0,8.35,7.15
13970,100.0,5.6,56.0,3.0,2.0,66200.0,7.5,4.0
13973,30.0,5.0,166.7,4.0,4.0,305800.0,8.35,6.55
13974,357.4,13.5,37.8,6.0,5.0,48600.0,6.95,6.395
13978,62.0,31.5,508.1,10.0,11.0,204800.0,12.0,17.05
13989,2886.0,128.0,44.4,5.0,4.0,64800.0,6.95,7.050000000000001
13991,42.0,3.9,92.9,3.0,2.0,175600.0,8.19,10.5
13993,156.0,33.0,211.5,3.0,2.0,132000.0,7.5,7.300000000000001
14006,57.0,7.8,136.8,7.0,5.0,224600.0,8.19,10.25
14039,330.0,69.0,209.1,5.0,5.0,42950.0,7.5,12.75
14045,68.5,4.65,67.9,2.0,2.0,66200.0,7.5,4.0
14047,100.0,13.2,132.0,5.0,6.0,41300.0,4.675000000000001,13.2
14049,270.0,32.0,118.5,6.0,7.0,145000.0,8.9,9.6
14061,60.3,12.0,199.0,6.0,7.0,122800.0,12.0,7.495
14067,106.0,6.0,56.6,2.0,2.0,129600.0,6.7,6.4
14102,50.0,1.7,34.0,1.0,1.0,83983.33333333333,4.7,2.7
14118,50.0,9.0,180.0,8.0,7.0,103700.0,8.9,11.4
14142,190.0,29.5,155.3,4.0,6.0,123900.0,8.19,10.8
14146,57.0,10.0,175.4,4.0,2.0,104200.0,6.5,3.5
14219,75.0,5.5,73.3,3.0,2.0,120700.0,7.5,5.5
14222,75.0,9.1,121.3,3.0,3.0,56700.0,7.5,13.8
14228,84.0,6.4,76.2,4.0,5.0,64800.0,6.95,7.050000000000001
14229,76.0,4.84,63.7,2.0,2.0,120700.0,7.5,5.5
14258,30.0,7.2,240.0,4.0,4.0,226800.0,8.35,6.7
14259,80.0,22.0,275.0,5.0,6.0,149200.0,4.6,12.125
14263,50.1,7.5,149.7,3.0,4.0,37500.0,2.6,7.8
14275,82.0,7.3,89.0,3.0,4.0,55100.0,6.95,7.1
14277,50.0,9.15,183.0,4.0,5.0,73700.0,8.9,9.15
14289,61.0,20.5,336.1,6.0,7.0,200800.0,12.0,10.6
14294,167.0,6.3,37.7,13.0,13.0,57300.0,2.6,6.3
14313,70.0,9.5,135.7,10.0,5.0,95000.0,12.0,9.5
14323,65.0,2.88,44.3,3.0,4.0,100400.0,12.0,3.235
14340,63.0,11.0,174.6,4.0,5.0,173300.0,7.51,11.0
14346,896.0,160.0,178.6,80.0,80.0,94800.0,6.0,14.0
14351,56.0,5.5,98.2,4.0,5.0,51100.0,4.675000000000001,7.0
14360,88.0,8.7,98.9,4.0,3.0,35350.0,5.2,6.5
14378,70.4,2.5,35.5,2.0,2.0,64800.0,6.95,7.050000000000001
14483,110.0,12.9,117.3,3.0,2.0,179800.0,8.9,9.9
14491,57.3,8.5,148.3,4.0,5.0,64800.0,6.95,7.050000000000001
14493,56.0,6.8,121.4,5.0,5.0,87500.0,4.675000000000001,6.2
14501,83.0,11.9,143.4,3.0,3.0,95500.0,8.19,11.9
14504,113.0,11.5,101.8,3.0,2.0,132000.0,7.5,7.300000000000001
14521,170.0,23.5,138.2,3.0,3.0,103300.0,8.19,23.5
14525,60.0,6.5,108.3,6.0,4.0,110200.0,8.19,10.5
15122,80.0,18.0,225.0,5.0,6.0,66400.0,6.95,14.5
15133,55.0,5.6,101.8,5.0,6.0,72900.0,4.7,4.75
15141,102.0,15.0,147.1,5.0,6.0,145000.0,8.9,9.6
15158,72.0,5.5,76.4,5.0,4.0,35200.0,4.675000000000001,7.15
15159,76.0,8.0,105.3,7.0,8.0,93150.0,6.7,7.5
15169,66.0,10.5,159.1,10.0,11.0,107700.0,8.9,5.225
15176,150.0,21.6,144.0,4.0,3.0,179800.0,8.9,9.9
15185,56.0,13.9,248.2,6.0,5.0,200800.0,12.0,10.6
15190,40.0,3.88,97.0,2.0,1.0,56700.0,4.7,18.94
15195,220.0,31.0,140.9,28.0,28.0,55100.0,7.5,5.5
15198,18.0,2.55,141.7,3.0,2.0,74500.0,4.7,2.55
15204,120.0,28.0,233.3,5.0,6.0,66200.0,7.5,4.0
15212,110.0,10.5,95.5,4.0,5.0,90700.0,7.5,10.5
15213,61.2,9.2,150.3,6.0,6.0,195000.0,4.4,6.3
15216,44.8,4.3,96.0,4.0,3.0,23700.0,4.675000000000001,9.99
15220,75.0,3.7,49.3,2.0,2.0,52500.0,5.2,4.896000000000001
15225,53.0,5.1,96.2,2.0,2.0,62400.0,7.5,11.4
15230,162.0,8.2,50.6,4.0,3.0,129600.0,6.7,6.4
15244,33.5,10.5,313.4,4.0,4.0,409900.0,14.0,24.45
15246,106.0,8.48,80.0,2.0,2.0,42950.0,6.95,9.5
15248,90.0,15.0,166.7,4.0,4.0,129600.0,6.7,6.4
15255,90.0,4.8,53.3,4.0,4.0,55100.0,7.5,5.5
15257,33.0,5.4,163.6,5.0,6.0,124200.0,7.51,8.8
15261,102.0,0.92,9.0,2.0,2.0,15700.0,6.4,0.92
15275,32.0,6.3,196.9,3.0,3.0,267300.0,8.35,8.6
15278,50.0,1.4,28.0,2.0,2.0,49800.0,2.6,2.85
15285,52.8,1.95,36.9,2.0,2.0,66200.0,7.5,4.0
15286,63.0,2.0,31.7,2.0,2.0,48600.0,6.95,3.5
15289,105.0,3.9,37.1,2.0,2.0,113000.0,8.9,8.075
15292,130.0,15.0,115.4,5.0,3.0,176500.0,12.0,13.1
15303,75.0,4.88,65.1,2.0,2.0,90700.0,6.5,6.5
15313,220.0,22.0,100.0,5.0,4.0,52500.0,5.2,4.896000000000001
15318,52.0,6.5,125.0,2.0,2.0,76933.33333333333,4.7,4.9
15319,127.5,21.5,168.6,16.0,16.0,227600.0,7.51,14.8
15326,70.0,3.1,44.3,2.0,2.0,52500.0,5.2,4.896000000000001
15330,74.0,7.5,101.4,2.0,2.0,121500.0,6.5,7.5
15333,35.0,1.68,48.0,1.0,1.0,83983.33333333333,4.7,2.7
15356,22.0,3.9,177.3,2.0,3.0,123900.0,8.19,10.8
15363,39.0,6.86,175.9,4.0,3.0,121100.0,8.19,7.880000000000001
15364,186.0,25.8,138.7,5.0,5.0,59900.0,4.7,25.8
15365,220.0,35.5,161.4,6.0,5.0,116600.0,6.0,18.8
15366,55.0,3.75,68.2,2.0,2.0,113000.0,8.9,8.075
15375,67.0,14.6,217.9,15.0,15.0,204800.0,12.0,17.05
15391,53.0,2.11,39.8,1.0,1.0,40233.333333333336,6.7,2.675
15395,66.66,2.55,38.3,2.0,2.0,40233.333333333336,6.7,2.675
15403,56.0,2.24,40.0,2.0,2.0,87500.0,6.5,3.1
15405,172.2,80.0,464.6,10.0,10.0,165200.0,14.0,42.4
15413,60.0,6.2,103.3,6.0,3.0,129600.0,6.7,6.4
15414,67.0,3.9,58.2,2.0,1.0,60800.0,4.65,4.945
15417,156.0,4.5,28.8,3.0,2.0,26233.33333333333,5.2,5.7
15424,62.0,12.5,201.6,3.0,3.0,77800.0,6.5,11.7
15425,55.0,1.9,34.5,3.0,3.0,198500.0,7.51,11.6
15427,54.0,5.6,103.7,4.0,5.0,41700.0,4.675000000000001,5.6
15430,63.8,4.85,76.0,4.0,5.0,74500.0,8.9,4.85
15434,100.0,15.0,150.0,5.0,3.0,108900.0,6.0,7.0
15435,38.0,8.3,218.4,4.0,3.0,73700.0,8.9,9.15
15441,184.0,23.0,125.0,3.0,3.0,64800.0,6.95,7.050000000000001
15442,229.7,450.0,1959.1,3.0,5.0,687200.0,14.0,450.0
15445,55.0,2.98,54.2,2.0,2.0,70000.0,8.19,6.84
15449,64.4,2.15,33.4,4.0,5.0,64800.0,6.7,3.9
15450,60.0,6.75,112.5,5.0,5.0,81600.0,4.675000000000001,5.875
15451,125.0,8.5,68.0,2.0,2.0,49900.0,4.675000000000001,3.25
15455,32.0,7.79,243.4,4.0,4.0,133500.0,7.51,6.3
15457,112.0,14.6,130.4,3.0,1.0,94000.0,6.5,7.7
15461,213.0,18.5,86.9,7.0,4.0,70000.0,8.19,6.84
15465,120.0,8.5,70.8,5.0,4.0,37300.0,4.7,2.25
15468,54.0,6.0,111.1,4.0,5.0,64800.0,6.95,7.050000000000001
15470,110.0,14.8,134.5,4.0,5.0,108900.0,6.0,7.0
15472,52.0,1.9,36.5,3.0,4.0,59000.0,6.0,2.88
15474,83.8,6.3,75.2,2.0,2.0,179800.0,8.9,9.9
15475,86.3,3.6,41.7,2.0,1.0,15800.0,4.05,3.6
15476,180.0,23.5,130.6,3.0,3.0,123900.0,8.19,10.8
15477,10.0,1.6,160.0,3.0,3.0,96400.0,8.19,8.8
15480,50.4,1.9,37.7,3.0,4.0,64000.0,6.95,1.9
15485,55.0,1.56,28.4,1.0,1.0,60800.0,4.65,4.945
15487,60.0,3.88,64.7,3.0,3.0,59000.0,6.0,2.88
15490,87.8,7.1,80.9,3.0,2.0,132000.0,7.5,8.100000000000001
15494,118.5,16.5,139.2,3.0,2.0,416000.0,14.0,13.75
15514,86.0,9.6,111.6,3.0,3.0,121500.0,6.5,7.5
15526,40.0,16.5,412.5,3.0,4.0,173300.0,7.51,11.0
15527,92.0,3.89,42.3,3.0,2.0,52500.0,5.2,4.896000000000001
15537,92.0,6.1,66.3,2.0,2.0,81000.0,6.7,4.95
15538,88.0,6.1,69.3,2.0,2.0,179800.0,8.9,9.9
15540,200.0,32.0,160.0,4.0,4.0,121500.0,6.5,7.5
15541,112.0,6.2,55.4,2.0,2.0,72900.0,6.5,6.2
15542,96.0,3.7,38.5,2.0,2.0,195600.0,6.5,3.6500000000000004
15544,78.0,10.6,135.9,4.0,3.0,110200.0,8.19,10.5
15546,84.0,3.5,41.7,1.0,1.0,48600.0,6.95,3.5
15547,84.0,4.6,54.8,2.0,2.0,182700.0,4.6,4.6
15550,158.4,37.0,233.6,8.0,7.0,105300.0,6.5,6.3
15551,49.0,6.8,138.8,4.0,4.0,145800.0,4.7,8.8
15556,52.0,2.6,50.0,2.0,2.0,173300.0,7.51,11.0
15559,104.4,26.0,249.0,5.0,5.0,89300.0,12.0,26.0
15560,110.0,10.5,95.5,4.0,5.0,90700.0,6.95,11.15
15562,70.0,3.36,48.0,3.0,3.0,35350.0,5.2,6.5
15565,70.0,2.8,40.0,2.0,2.0,45500.0,4.675000000000001,3.55
15567,120.0,23.5,195.8,4.0,5.0,120700.0,7.5,21.75
15570,70.0,4.6,65.7,2.0,2.0,45400.0,6.0,3.8499999999999996
15580,83.2,2.4,28.8,4.0,4.0,299700.0,8.35,5.77
15583,60.0,11.9,198.3,5.0,5.0,144600.0,7.51,8.5
15585,112.0,23.5,209.8,25.0,25.0,168000.0,8.19,11.5
15586,63.0,2.85,45.2,2.0,2.0,121500.0,6.5,7.5
15587,50.4,6.8,134.9,2.0,2.0,64800.0,6.95,7.050000000000001
15589,61.0,8.5,139.3,4.0,2.0,68900.0,6.7,8.5
15593,62.2,6.18,99.4,3.0,4.0,278700.0,14.0,11.594999999999999
15595,67.2,2.89,43.0,4.0,4.0,107550.0,6.1,2.42
15597,66.0,10.3,156.1,5.0,5.0,69700.0,6.0,6.550000000000001
15601,50.0,5.5,110.0,4.0,4.0,57000.0,5.2,6.85
15602,75.0,2.3,30.7,2.0,2.0,85100.0,6.5,3.1
15605,63.0,3.98,63.2,4.0,5.0,72900.0,8.9,7.94
15608,58.0,2.29,39.5,3.0,3.0,111000.0,8.9,2.89
15628,140.0,19.5,139.3,6.0,4.0,77800.0,6.5,5.6
15676,90.0,8.7,96.7,4.0,5.0,60800.0,4.65,4.945
15687,71.2,4.3,60.4,2.0,2.0,66200.0,7.5,4.0
15691,91.0,10.0,109.9,7.0,6.0,64800.0,6.95,7.050000000000001
15704,50.0,1.5,30.0,3.0,3.0,113400.0,7.51,3.5
15706,75.0,14.7,196.0,3.0,2.0,190600.0,8.35,19.85
15707,301.92,66.0,218.6,6.0,4.0,121100.0,8.19,7.880000000000001
