Price,Address,Area,Bedrooms,Toilets,Published At,Hướng nhà,Hướng ban công,Loại tin,Status,Number of Apartments,Developer,Area Range,Diện Tích,Giá,Triệu/m2,Ngày đăng,Số Phòng Ngủ,Số Nhà Vệ Sinh,Quận,Giá Đề Xuất,Đường
"4,3 tỷ","Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",68.7,3189538807649044,31226303317535544,27/10/2024,Đông - Nam,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",68.7,4.3,6.3,2024-10-27,3189538807649044.0,3.1226303317535544e+16,quận 8,76933.33333333333,phạm thế hiển
"13,2 tỷ","Dự án The Peak, Phường Tân Phú, Quận 7, Hồ Chí Minh",124.0,3,2,27/10/2024,Tây - Bắc,Đông - Nam,Tin thường,Đã bàn giao,981,Công ty TNHH Phát Triển Phú Mỹ Hưng,"(109.8, 126.933]",124.0,13.2,10.6,2024-10-27,3.0,2.0,quận 7,80628.373015873,
"6,52 tỷ","Golden Mansion, 119, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh",103.0,3,2,18/10/2024,,,Tin thường,Đã bàn giao,49-108 m²,Novaland Group,"(92.667, 109.8]",103.0,6.52,6.3,2024-10-18,3.0,2.0,phú nhuận,133500.0,phổ quang
38 tỷ,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",110.0,3909282700421941,35436241610738257,20/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(109.8, 126.933]",110.0,38.0,34.5,2024-10-20,3909282700421941.0,3.5436241610738256e+16,quận 1,278700.0,phạm ngũ lão
"4,95 tỷ","Đường Nơ Trang Long, Phường 11, Bình Thạnh, Hồ Chí Minh",46.0,2,2,18/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",46.0,4.95,10.8,2024-10-18,2.0,2.0,bình thạnh,141800.0,nơ trang long
15 tỷ,"Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",134.0,3,2,27/10/2024,,,Tin thường,Đã bàn giao,2.178,Tập đoàn Hà Đô,"(126.933, 144.067]",134.0,15.0,11.2,2024-10-27,3.0,2.0,quận 1,267213.53383458644,
"3,39 tỷ","Đường Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh",18.0,3,4,19/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(6.743, 24.133]",18.0,3.39,18.8,2024-10-19,3.0,4.0,bình thạnh,179800.0,điện biên phủ
"6,2 tỷ","Dự án Galaxy 9, Đường Nguyễn Khoái, Phường 1, Quận 4, Hồ Chí Minh",122.0,3,3,27/10/2024,,Đông - Bắc,Tin thường,Bàn giao năm 2015,48-122 m²,Novaland Group,"(109.8, 126.933]",122.0,6.2,5.1,2024-10-27,3.0,3.0,quận 4,146300.0,nguyễn khoái
"4,35 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",40.0,3,2,18/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",40.0,4.35,10.9,2024-10-18,3.0,2.0,bình thạnh,166100.0,xô viết nghệ tĩnh
42 tỷ,"Đường Nguyễn Trọng Tuyển, Phường 15, Phú Nhuận, Hồ Chí Minh",220.0,4072727272727272,3963636363636364,18/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(212.6, 229.733]",220.0,42.0,19.1,2024-10-18,4072727272727272.0,3963636363636364.0,phú nhuận,160000.0,nguyễn trọng tuyển
"4,5 tỷ","Đường Bạch Đằng, Phường 15, Bình Thạnh, Hồ Chí Minh",33.0,2,2,18/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",33.0,4.5,13.6,2024-10-18,2.0,2.0,bình thạnh,166100.0,bạch đằng
"6,5 tỷ","Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",69.0,3,3,21/10/2024,Nam,Nam,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",69.0,6.5,9.4,2024-10-21,3.0,3.0,gò vấp,66400.0,nguyễn văn khối
"3,9 tỷ","Đường Số 59, Phường 14, Gò Vấp, Hồ Chí Minh",35.0,26624775583482942,2618320610687023,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",35.0,3.9,11.1,2024-10-27,2.6624775583482944e+16,2618320610687023.0,gò vấp,70582.75862068965,
"4,35 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh, Hồ Chí Minh",30.0,2,3,19/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",30.0,4.35,14.5,2024-10-19,2.0,3.0,bình thạnh,166100.0,xô viết nghệ tĩnh
7 tỷ,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",150.0,1,1,24/10/2024,Đông - Nam,Đông - Nam,Tin VIP Bạc,Bàn giao tháng 12/2023,50 - 100 m²,Masterise Homes,"(144.067, 161.2]",150.0,7.0,4.7,2024-10-24,1.0,1.0,quận 9,59327.65113974232,
"6,9 tỷ","Đường Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh",88.0,4,4,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",88.0,6.9,7.8,2024-10-27,4.0,4.0,gò vấp,133600.0,quang trung
"3,2 tỷ","Đường Số 2, Phường 16, Gò Vấp, Hồ Chí Minh",20.0,2,3,19/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(6.743, 24.133]",20.0,3.2,16.0,2024-10-19,2.0,3.0,gò vấp,70582.75862068965,
"9,5 tỷ","Dự án Riverside Residence, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",146.0,3,2,24/10/2024,,,Tin VIP Bạc,Đã bàn giao,78-180 m²,Công ty TNHH Phát Triển Phú Mỹ Hưng,"(144.067, 161.2]",146.0,9.5,6.5,2024-10-24,3.0,2.0,quận 7,129600.0,đường n
"4,35 tỷ","Đường Số 2, Phường 3, Gò Vấp, Hồ Chí Minh",28.0,2,3,19/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",28.0,4.35,15.5,2024-10-19,2.0,3.0,gò vấp,70582.75862068965,
"5,68 tỷ","Đường Nguyễn Đỗ Cung, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",58.0,3,2,24/10/2024,Nam,,Tin VIP Bạc,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",58.0,5.68,9.8,2024-10-24,3.0,2.0,tân phú,94000.0,tây thạnh
"5,9 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Hồ Chí Minh",43.0,3,2,26/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",43.0,5.9,13.7,2024-10-26,3.0,2.0,bình thạnh,166100.0,xô viết nghệ tĩnh
6 tỷ,"Dự án HaDo Centrosa Garden, Quận 10, Hồ Chí Minh",58.0,1,1,27/10/2024,,,Tin thường,Đã bàn giao,2.178,Tập đoàn Hà Đô,"(41.267, 58.4]",58.0,6.0,10.3,2024-10-27,1.0,1.0,quận 1,267213.53383458644,
115 tỷ,"Đường Lý Tự Trọng, Phường Bến Thành, Quận 1, Hồ Chí Minh",140.0,39029126213592233,35433333333333334,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(126.933, 144.067]",140.0,115.0,82.1,2024-10-27,3.902912621359223e+16,3.5433333333333336e+16,quận 1,429300.0,lý tự trọng
"5,28 tỷ","Dự án Diamond Brilliant, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",97.7,2,2,19/10/2024,,,Tin VIP Bạc,Đã bàn giao,90-160 m²,Công ty Cổ phần Gamuda Land Việt Nam,"(92.667, 109.8]",97.7,5.28,5.4,2024-10-19,2.0,2.0,tân phú,72900.0,sơn kỳ
"3,1 tỷ","Dự án Luxcity, Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",73.5,2,2,27/10/2024,,,Tin thường,Đã bàn giao,65-85 m²,Tập đoàn Đất Xanh,"(58.4, 75.533]",73.5,3.1,4.2,2024-10-27,2.0,2.0,quận 7,93150.0,huỳnh tấn phát
"5,2 tỷ","Dự án LuxGarden, Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",160.0,3,2,27/10/2024,,Đông - Nam,Tin thường,Bàn giao năm 2018,65-128 m²,Tập đoàn Đất Xanh,"(144.067, 161.2]",160.0,5.2,3.2,2024-10-27,3.0,2.0,quận 7,129600.0,đường n
"13,04 tỷ","Dự án Khang Điền Intresco, Đường Dương Đình Hội, Phường Phước Long B, Quận 9, Hồ Chí Minh",163.0,4894230769230769,4594059405940594,09/10/2024,Đông - Bắc,,Tin thường,Đã bàn giao,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,"(161.2, 178.333]",163.0,13.04,8.0,2024-10-09,4894230769230769.0,4594059405940594.0,quận 9,56700.0,dương đình hội
"6,8 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",100.0,5,4,24/10/2024,Bắc,Bắc,Tin VIP Bạc,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",100.0,6.8,6.8,2024-10-24,5.0,4.0,quận 7,81000.0,trần xuân soạn
85 tỷ,"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",161.9,4894230769230769,4594059405940594,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(161.2, 178.333]",161.9,85.0,52.5,2024-10-27,4894230769230769.0,4594059405940594.0,quận 1,320900.0,trần hưng đạo
"3,9 tỷ","Đường Hoàng Trọng Mậu, Phường Tân Hưng, Quận 7, Hồ Chí Minh",60.0,2,3,24/10/2024,Nam,Nam,Tin VIP Bạc,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",60.0,3.9,6.5,2024-10-24,2.0,3.0,quận 7,64800.0,hoàng trọng mậu
"10,5 tỷ","Đường 3, Phường Phước Long B, Quận 9, Hồ Chí Minh",156.0,4181347150259067,3878306878306878,06/10/2024,Tây - Bắc,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(144.067, 161.2]",156.0,10.5,6.7,2024-10-06,4181347150259067.0,3878306878306878.0,quận 9,59327.65113974232,
"10,5 tỷ","Dự án Gia Hòa, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",133.0,39029126213592233,35433333333333334,24/10/2024,,,Tin VIP Bạc,Đã bàn giao,80-160 m²,Công ty TNHH Xây dựng - Kinh doanh nhà Gia Hòa,"(126.933, 144.067]",133.0,10.5,7.9,2024-10-24,3.902912621359223e+16,3.5433333333333336e+16,quận 9,66200.0,đỗ xuân hợp
20 tỷ,"Đường Man Thiện, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",110.0,5,5,24/10/2024,,,Tin VIP Bạc,Đã bàn giao,,cá nhân/môi giới,"(109.8, 126.933]",110.0,20.0,18.2,2024-10-24,5.0,5.0,quận 9,68900.0,man thiện
"14,5 tỷ","Đường Số 7, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",144.6,12,12,23/10/2024,Tây - Nam,Tây - Nam,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(144.067, 161.2]",144.6,14.5,10.0,2024-10-23,12.0,12.0,thủ đức,44600.0,đường số 7
"4,15 tỷ","Dự án LuxGarden, Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",135.0,3,2,27/10/2024,,,Tin thường,Bàn giao năm 2018,65-128 m²,Tập đoàn Đất Xanh,"(126.933, 144.067]",135.0,4.15,3.1,2024-10-27,3.0,2.0,quận 7,129600.0,đường n
"12,6 tỷ","Dự án Gia Hòa, Đường Út Trà Ôn, Phường Phước Long B, Quận 9, Hồ Chí Minh",154.0,4181347150259067,3878306878306878,25/10/2024,Tây - Nam,,Tin thường,Đã bàn giao,80-160 m²,Công ty TNHH Xây dựng - Kinh doanh nhà Gia Hòa,"(144.067, 161.2]",154.0,12.6,8.2,2024-10-25,4181347150259067.0,3878306878306878.0,quận 9,59327.65113974232,
24 tỷ,"Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",95.0,3671965317919075,3411497730711044,24/10/2024,,,Tin VIP Bạc,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",95.0,24.0,25.3,2024-10-24,3671965317919075.0,3411497730711044.0,tân phú,74354.52755905512,
"4,8 tỷ","Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",56.0,30106870229007634,2921553090332805,17/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",56.0,4.8,8.6,2024-10-17,3.010687022900763e+16,2921553090332805.0,thủ đức,93200.0,phạm văn đồng
"6,9 tỷ","Đường Tân Thới Nhất 5, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",69.9,4,3,24/10/2024,,,Tin VIP Bạc,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",69.9,6.9,9.9,2024-10-24,4.0,3.0,quận 1,267213.53383458644,
"10,5 tỷ","Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",150.0,3,3,14/10/2024,,,Tin thường,Đã bàn giao,1.500,Đang cập nhật,"(144.067, 161.2]",150.0,10.5,7.0,2024-10-14,3.0,3.0,quận 2,59327.65113974232,
"6,5 tỷ","Dự án Happy Valley, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",115.0,3,2,24/10/2024,,,Tin thường,Đã bàn giao,763,Công ty TNHH Phát Triển Phú Mỹ Hưng,"(109.8, 126.933]",115.0,6.5,5.7,2024-10-24,3.0,2.0,quận 7,129600.0,đường n
"9,2 tỷ","Dự án Bắc Rạch Chiếc, Phường Phước Long A, Quận 9, Hồ Chí Minh",125.0,3909282700421941,35436241610738257,24/10/2024,,,Tin VIP Bạc,Đã bàn giao,Tổng công ty Địa ốc Sài Gòn Resco,Tổng công ty Địa ốc Sài Gòn Resco,"(109.8, 126.933]",125.0,9.2,7.4,2024-10-24,3909282700421941.0,3.5436241610738256e+16,quận 9,59327.65113974232,
"8,6 tỷ","Dự án Riverside Residence, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",147.0,3,2,24/10/2024,,,Tin thường,Đã bàn giao,78-180 m²,Công ty TNHH Phát Triển Phú Mỹ Hưng,"(144.067, 161.2]",147.0,8.6,5.9,2024-10-24,3.0,2.0,quận 7,129600.0,đường n
"3,85 tỷ","ICON 56, 56, Đường Bến Vân Đồn, Phường 13, Quận 4, Hồ Chí Minh",50.0,1,1,27/10/2024,Đông - Bắc,Tây - Nam,Tin thường,Đã bàn giao,47-112 m²,Novaland Group,"(41.267, 58.4]",50.0,3.85,7.7,2024-10-27,1.0,1.0,quận 4,164700.0,bến vân đồn
65 tỷ,"Dự án Him Lam Kênh Tẻ, Đường Hoàng Trọng Mậu, Phường Tân Hưng, Quận 7, Hồ Chí Minh",237.5,4325581395348837,427906976744186,27/10/2024,,,Tin thường,Đã bàn giao,Công ty Cổ phần Him Lam,Công ty Cổ phần Him Lam,"(229.733, 246.867]",237.5,65.0,27.4,2024-10-27,4325581395348837.0,427906976744186.0,quận 7,64800.0,hoàng trọng mậu
"4,2 tỷ","Đường Trần Quốc Thảo, Phường 9, Quận 3, Hồ Chí Minh",69.0,4,4,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",69.0,4.2,6.1,2024-10-23,4.0,4.0,quận 3,210600.0,trần quốc thảo
130 tỷ,"Đường Nguyễn Trung Trực, Phường Bến Thành, Quận 1, Hồ Chí Minh",221.4,4072727272727272,3963636363636364,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(212.6, 229.733]",221.4,130.0,58.7,2024-10-27,4072727272727272.0,3963636363636364.0,quận 1,382900.0,nguyễn trung trực
70 tỷ,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",224.0,4072727272727272,3963636363636364,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(212.6, 229.733]",224.0,70.0,31.2,2024-10-23,4072727272727272.0,3963636363636364.0,quận 1,267213.53383458644,
"10,5 tỷ","Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",140.0,3,3,27/10/2024,,,Tin thường,Đã bàn giao,45-318 m²,CapitaLand Development (Việt Nam),"(126.933, 144.067]",140.0,10.5,7.5,2024-10-27,3.0,3.0,quận 2,59327.65113974232,
"1,82 tỷ","Dự án EHome 3, Đường Hồ Học Lãm, Phường An Lạc, Bình Tân, Hồ Chí Minh",64.0,2,2,18/10/2024,Đông - Nam,Tây - Bắc,Tin thường,Đã bàn giao,64-96 m²,Công ty CP Đầu tư Nam Long,"(58.4, 75.533]",64.0,1.82,2.8,2024-10-18,2.0,2.0,bình tân,59300.0,hồ học lãm
"6,7 tỷ","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",82.8,2,2,20/10/2024,,,Tin thường,Đã bàn giao,13.000,Tập đoàn Vingroup,"(75.533, 92.667]",82.8,6.7,8.1,2024-10-20,2.0,2.0,bình thạnh,179800.0,điện biên phủ
"4,9 tỷ","Dự án Essensia Sky, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",72.0,2,2,24/10/2024,,,Tin VIP Bạc,Đang mở bán,72-119 m²,Công ty CP Địa ốc Phú Long,"(58.4, 75.533]",72.0,4.9,6.8,2024-10-24,2.0,2.0,nhà bè,52500.0,nguyễn hữu thọ
"4,15 tỷ","Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",114.0,3,2,20/10/2024,,,Tin thường,Bàn giao tháng 4/2023,59-113 m²,Công ty CP Đầu tư & Phát triển Bất động sản An Gia,"(109.8, 126.933]",114.0,4.15,3.6,2024-10-20,3.0,2.0,bình chánh,26800.0,tân túc
43 tỷ,"Dự án Him Lam Kênh Tẻ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",200.0,4485436893203883,4351063829787234,23/10/2024,,,Tin thường,Đã bàn giao,Công ty Cổ phần Him Lam,Công ty Cổ phần Him Lam,"(195.467, 212.6]",200.0,43.0,21.5,2024-10-23,4485436893203883.0,4351063829787234.0,quận 7,80628.373015873,
"3,73 tỷ","Hẻm 2/, Đường Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh",49.0,4,4,21/10/2024,Nam,Nam,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",49.0,3.73,7.6,2024-10-21,4.0,4.0,gò vấp,133600.0,quang trung
58 tỷ,"Đường Bùi Thị Xuân, Phường Bến Thành, Quận 1, Hồ Chí Minh",127.0,39029126213592233,35433333333333334,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(126.933, 144.067]",127.0,58.0,45.7,2024-10-23,3.902912621359223e+16,3.5433333333333336e+16,quận 1,278600.0,bùi thị xuân
28 tỷ,"Đường Phan Văn Khỏe, Phường 13, Quận 5, Hồ Chí Minh",170.0,4894230769230769,4594059405940594,21/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(161.2, 178.333]",170.0,28.0,16.5,2024-10-21,4894230769230769.0,4594059405940594.0,quận 5,139679.38144329897,
"3,6 tỷ","Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",72.0,4,5,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",72.0,3.6,5.0,2024-10-24,4.0,5.0,quận 7,68900.0,lý phục man
"19,5 tỷ","Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh",66.4,6,6,23/10/2024,Bắc,Bắc,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",66.4,19.5,29.4,2024-10-23,6.0,6.0,quận 1,227300.0,nguyễn bỉnh khiêm
220 triệu/m²,"Dự án An Phú An Khánh, Phường An Phú, Quận 2, Hồ Chí Minh",200.0,4485436893203883,4351063829787234,27/10/2024,,,Tin thường,Đã bàn giao,Tổng công ty Địa ốc Sài Gòn Resco,Tổng công ty Địa ốc Sài Gòn Resco,"(195.467, 212.6]",200.0,44.0,22.0,2024-10-27,4485436893203883.0,4351063829787234.0,quận 2,59327.65113974232,
"3,5 tỷ","Đường Mê Linh, Phường 19, Bình Thạnh, Hồ Chí Minh.",83.0,5,5,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",83.0,3.5,4.2,2024-10-23,5.0,5.0,bình thạnh,127200.0,mê linh
39 tỷ,"Đường Số 2 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",152.0,4181347150259067,3878306878306878,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(144.067, 161.2]",152.0,39.0,25.7,2024-10-27,4181347150259067.0,3878306878306878.0,quận 3,213742.85714285713,
